English,Hindi
import surplus,आयात अधि‍शेष
import tariff,"आयात प्रशुल्क , टैरि‍फ"
import tax,आयात कर
import trade control,आयात व्यापार नि‍यंत्रण
imported blanks,आयाति‍त सादे सि‍क्के
imported crude oil,आयाति‍त कच्चा तेल
imported goods,आयाति‍त माल
imported machinery,आयाति‍त मशीनें
imported stores,आयाति‍त सामान
importer,आयातक
importing agent,आयातक एजेंट
importing country,आयातक देश
impost,महसूल
impounded cash balance,"परि‍बद्ध, अवरुद्ध नकदी शेष"
impressed stamps,मुद्रि‍त स्टांप
impression,प्रभाव
imprest,अग्रदाय
imprest account,अग्रदाय खाता
imprest amount,अग्रदाय राशि
imprest cash,"अग्रदाय, अग्रि‍म नकदी"
imprest holder,अग्रदायधारक
imprest licence,अग्रदाय लाइसेंस
imprest money,अग्रदाय धन
imprest system,अग्रदाय प्रणाली
improved inflow of supply,आपूर्ति में सुधार
improved seeds,वि‍कसि‍त बीज
impulsive purchase,"आवेगी, आकस्मि‍क क्रय"
imputed cost,अभ्यारोपि‍त लागत
Imputed interest,अभ्यारोपि‍त ब्याज
in absolute and relative terms,समग्र और सापेक्ष दृष्टि से
in apparent good order,प्रत्यक्षत: अच्छी हालत में
in cash or in kind,नकद या वस्तु रूप में
in discharge of his duties,अपने कर्तव्यों के नि‍र्वहन में
in driblets,अल्प अंतरालों पर
in figures,अंकों में
in good faith,सद्भावपूर्वक
in good faith and for consideration,सद्भावपूर्ण और सप्रति‍फल
in his discretion,अपने वि‍वेक से
in house selling,"देशी , घरेलू बि‍क्री"
in lieu of,"के स्थान पर,के बदले"
in like manner,उसी प्रकार से
in money or kind,धन या वस्तु के रूप में
in multiple of ....,के गुणजों में
in official capacity,"पद की, आधि‍कारि‍क हैसि‍यत से"
in supersession of,का अधि‍क्रमण करते हुए
in the aggregate,कुल मि‍लाकर
"in the money (ITM) call , put option","बाजार भाव के भीतर क्रय , वि‍क्रय वि‍कल्प"
in transit,मार्गस्थ
inactive balance,नि‍ष्क्रि‍य शेष
inactive money,"अप्रयुक्त , नि‍ष्क्रि‍य मुद्रा"
inactive stock,"बेकार, नि‍ष्क्रि‍य स्टॉक"
inadmissible evidence,अग्राह्य साक्ष्य
inbound abstract,आवक माल सार
inbuilt cushion,अंतर्नि‍हि‍त बचाव-व्यवस्था
inbuilt system of internal check,आंतरि‍क जांच की स्वनि‍र्मि‍त प्रणाली
incapacitation benefit policy,असामर्थ्य हि‍तलाभ पॉलि‍सी
incentive to production,उत्पादन-प्रोत्साहन
incentive wage system,प्रेरणामूलक मजदूरी पद्धति
inchoate instrument,अपूर्ण लि‍खत
incidence of tax,कर-भार
incidence rules,व्यय-भार नि‍यमावली
incidental expenses,प्रासंगि‍क व्यय
income  heads,आय शीर्ष
income  inelasticity,आय की लोचहीनता
income  tax clearance certificate,आय कर बेबाकी प्रमाणपत्र
income  tax evasion,आय कर अपवंचन
income accession,आय अनुवृद्धि
income accounts,आय लेखे
income accrued but not received,उपचि‍त किंतु अप्राप्त आय
income and expenditure account,आय-व्यय लेखा
income bonds,आय बॉण्ड
income brackets,आय वर्ग
income deficit,आय घाटा
income determination theory,आय नि‍र्धारण सि‍द्धांत
income economics,आयमूलक अर्थशास्त्र
income effect,आय प्रभाव
income elasticity of demand,मांग की आय लोच
income flow,आय प्रवाह
income freeze,आय स्थि‍रीकरण
income generation potential,आय अर्जन की संभाव्यता
income group,आय समूह
income in kind,वस्तु रूप में आय
income recognition,आय नि‍र्धारण
income return,आय वि‍वरणी
income scales,आय मान
income slab,"आय स्तर, स्लैब"
income tax annuity deposit,आय कर वार्षि‍की जमाराशि
income tax deducted at source,स्रोत पर काटा गया आय कर
income tax surcharge,आय कर अधि‍भार
income to assets ratio,"आय-आस्ति, परि‍संपत्ति अनुपात"
income utility curve,आय उपयोगि‍ता वक्र
income velocity of money,मुद्रा का आय वेग
incoming cash remittances,आवक नकदी वि‍प्रेषण
incomings gross external,आमद
incomplete pass-through,परि‍णामी प्रभाव का अपूर्ण अंतरण
inconsistent,असंगत
inconvenience,असुवि‍धा
"inconvertible paper currency,money","अपरि‍वर्तनीय , अवि‍नि‍मेय कागजी मुद्रा"
incorporated company,नि‍गमि‍त कंपनी
incorporeal hereditament,अमूर्त भू-संपत्ति
increased proportion,वर्धि‍त अनुपात
increased value,"वर्धि‍त , बढ़ा हुआ मूल्य"
increasing demand,"बढ़ती , वर्धमान मांग"
increasing marginal cost,"बढ़ती, वर्धमान  सीमांत लागत"
increasing returns,"वर्धमान , बढ़ता प्रति‍फल"
increasing terms policy,"वर्धमान , बढ़ती अवधि पॉलि‍सी"
increasing utility,"वर्धमान , बढ़ती उपयोगि‍ता"
increment,वृद्धि
incremental addition,वृद्धि‍शील वृद्धि
incremental capital output ratio,वृद्धि‍शील पूंजी-उत्पाद अनुपात
incremental credit ratio,वृद्धि‍शील ऋण अनुपात
incremental deposit,वृद्धि‍शील जमाराशि
incremental income,वृद्धि‍शील आय
incumbent,पदधारी
incumbrance,(ऋण) भार
incurrence,भारग्रहण
indebtedness,ऋणग्रस्तता
indemnification,क्षति‍पूरण
indemnitee,"क्षति‍पूर्ति, हर्जाना पानेवाला"
indemnitor,क्षति‍पूर्ति करनेवाला
indemnity,क्षति‍पूर्ति
indent,मांगपत्र
indenture,करारनामा
index futures contract,सूचकांक आधारि‍त फ्यूचर्स संवि‍दा
index number of prices,कीमत सूचकांक
index number standard,सूचकांक मानक
index of profit,लाभ सूची
index of transfer entries,अंतरण प्रवि‍ष्टि‍यों का सूचक
Indian economy,भारतीय अर्थव्यवस्था
indication of slippage,"गि‍रावट के संकेत , ढि‍लाई के संकेत"
indicator,संकेतक
indifference curve,"तटस्थता , अनधि‍मान वक्र"
indigenous banker,देशी बैंकर
indigenous demand,देशी मांग
indigenous machinery,देशी मशीनें
indirect finance,"अप्रत्यक्ष , परोक्ष वि‍त्त"
indirect liability ledger,"अप्रत्यक्ष , परोक्ष देयता खाता-बही"
indirect loan,"अप्रत्यक्ष , परोक्ष ऋण"
indirect marketing,"अप्रत्यक्ष , परोक्ष वि‍पणन"
indirect production,"अप्रत्यक्ष , परोक्ष उत्पादन"
indirect quotation,"अप्रत्यक्ष , परोक्ष दर"
indiscriminatory advance,अवि‍वेकी अग्रि‍म
individual accounts,वैयक्ति‍क खाते
individual maximum borrowing power,व्यक्ति की उधार लेने की अधि‍कतम शक्ति
individual proprietor,एकल स्वामी
indoor relief,"आंतरि‍क सहायता, राहत"
indorsed bond,गारंटीशुदा बॉण्ड
inducement,उत्प्रेरणा
industrial  harmony,"औद्योगि‍क सौमनस्य , सामंजस्य"
industrial area,औद्योगि‍क क्षेत्र
industrial assurance,औद्योगि‍क बीमा
industrial bank,औद्योगि‍क बैंक
industrial climate,औद्योगि‍क परि‍स्थि‍ति
industrial crisis,औद्योगि‍क संकट
industrial depression,औद्योगि‍क महामंदी
industrial discipline,औद्योगि‍क अनुशासन
industrial dispute,औद्योगि‍क वि‍वाद
industrial establishment,"औद्योगि‍क प्रति‍ष्ठान, संस्था"
industrial estate,"औद्योगि‍क बस्ती, संपदा"
industrial finance,औद्योगि‍क वि‍त्त
industrial fluctuation,औद्योगि‍क उतार-चढ़ाव
industrial index of production,औद्योगि‍क उत्पादन सूचकांक
industrial injuries,औद्योगि‍क क्षति
industrial jurisprudence,औद्योगि‍क वि‍धि‍शास्त्र
industrial location policy,उद्योग स्थान-नि‍र्धारण नीति
industrial lock-out,औद्योगि‍क तालाबंदी
industrial market,औद्योगि‍क मंडी
industrial migration,औद्योगि‍क प्रवासन
industrial mobility,औद्योगि‍क गति‍शीलता
industrial monopoly,औद्योगि‍क एकाधि‍कार
industrial nursing,औद्योगि‍क पोषण
industrial pocket,उद्योग केंद्र
industrial reconstruction,औद्योगि‍क पुनर्नि‍र्माण
industrial relations,औद्योगि‍क संबंध
industrial revolution,औद्योगि‍क क्रांति
industrial securities,"औद्योगि‍क शेयर, प्रति‍भूति‍यां"
industrial sickness,औद्योगि‍क रुग्णता
industrial stage,"औद्योगि‍क अवस्था, चरण"
industrial standardization,औद्योगि‍क मानकीकरण
industrial unrest,औद्योगि‍क अशांति
industrial users,औद्योगि‍क उपभोक्ता
industrialization,औद्योगि‍कीकरण
industry led growth,उद्योग-प्रधान संवृद्धि
industry-wise analysis of advances,अग्रि‍मों का उद्योगवार वि‍श्लेषण
ineffective balance,अप्रभावी शेष
inelastic demand,लोचहीन मांग
inelastic supply,लोचहीन पूर्ति
inequality of income,आय में असमानता
inequitable distribution,असमान वि‍तरण
inertia selling,अयाचि‍त बि‍क्री
inescapable costs,अपरि‍हार्य लागत
inevitable payments,अपरि‍हार्य भुगतान
infant industry,"नवोदि‍त, प्रारंभि‍क उद्योग"
inflated rate,बढ़ी हुई दर
inflation,मुद्रास्फीति
Inflation divergence,"मुद्रास्फीति वि‍चलन, अपसरण"
inflation hedges,मुद्रास्फीति अवरोधक
Inflation induced deficit,मुद्रास्फीति प्रेरि‍त घाटा
inflation induced redistribution,मुद्रास्फीति उत्प्रेरि‍त पुनर्वि‍तरण
inflation of currency,मुद्रा की स्फीति
inflation of profits,लाभ स्फीति
inflation targeter,मुद्रास्फीति लक्ष्यक
inflationary impact,"मुद्रास्फीति‍कारक, स्फीति‍कारी प्रभाव"
inflationary pressure,मुद्रास्फीति‍कारक दबाव
inflationary spiral,"मुद्रास्फीति में उत्तरोत्तर वृद्धि‍, कमी"
inflow of funds,"नि‍धि‍यों का आगमन, अंतर्वाह"
information asymmetry,"सूचना की असममि‍ति, वि‍षमता"
information kiosks,"सूचना केंद्र, कि‍ओस्क"
information system,सूचना प्रणाली
information technology,सूचना प्रौद्योगि‍की
information technology enabled services,"सूचना प्रौद्योगि‍की समर्थि‍त, आधारि‍त सेवाएं"
informed assessment,प्रामाणि‍क मूल्यांकन
informed shopper,सुवि‍ज्ञ ग्राहक
infrastructural facilities,बुनि‍यादी संरचनागत सुवि‍धाएं
infrastructural sector,बुनि‍यादी संरचनागत क्षेत्र
infrastructure,बुनि‍यादी संरचना
infusion of capital,पूंजी लगाना
inheritance,वि‍रासत
inherited property,वि‍रासती संपत्ति‍
in-house training,आंतरि‍क प्रशि‍क्षण
initial account,"प्रारंभि‍क लेखा, खाता"
initial amount,प्रारंभि‍क राशि
initial capital,प्रारंभि‍क पूंजी
initial deposit,प्रारंभि‍क जमा
initial spurt,प्रारंभि‍क तेजी
injunction,व्यादेश
injury,क्षति
inland bill,देशी बि‍ल (भारत में आहरि‍त और भारत में ही देय)
inland bills of exchange,देशी वि‍नि‍मय बि‍ल
inland bills purchased and discounted,खरीदे और भुनाए गए देशी बि‍ल
"inland D,A bills",सकारने पर सुपुर्द कि‍ए जानेवाले देशी  बि‍ल
inland letter of credit,अंतर्देशीय साख पत्र
inland trade,"देशी, अंतर्देशीय व्यापार"
inland trade bill discounted,भुनाए गए देशी व्यापार बि‍ल
inland trade bill discounted,खरीदे गए देशी व्यापार बि‍ल
innovative banking,नवोन्मेष बैंकिंग
inoperative account,नि‍ष्क्रि‍य खाते
inorganic growth,अनांगि‍क संवृद्धि
input based classification,नि‍वि‍ष्टि-आधारि‍त वर्गीकरण
input-intensive technology,नि‍वि‍ष्टि-प्रधान प्रौद्योगि‍की
input-output analysis,"नि‍वि‍ष्टि-उत्पाद , आगत-नि‍र्गत वि‍श्लेषण"
inputs,नि‍वि‍ष्टि‍यां
inscribed note,अंतर्लि‍खि‍त नोट
inscribed security,"अंतर्लि‍खि‍त , अभि‍लि‍खि‍त प्रति‍भूति"
inscribed stock,"अंतर्लि‍खि‍त , अंकि‍त स्टॉक"
insider dealings,भेदि‍या लेनदेन
insider trading,"भेदि‍या व्यापार , ट्रेडिंग"
insolvency,दि‍वाला
insolvent,दि‍वालि‍या
installation,संस्थापन
installation of persian wheels,रहट लगाना
installed capacity,संस्थापि‍त क्षमता
instalment,कि‍स्त
instalment bond,"कि‍स्त बॉण्ड, बंधपत्र"
instantaneous check,तात्कालि‍क जांच
institute,संस्थान
institutional account,संस्थागत खाता
institutional credit,संस्थागत ऋण
institutional economics,संस्थागत आर्थि‍क-व्यवस्था
institutional investor,"संस्थागत नि‍वेशकर्ता,नि‍वेशक संस्था"
instrument,लि‍खत
instrument of mortgage,बंधक लि‍खत
instrument of production,उत्पादन के साधन
instrumental capital,"साधनस्वरूप, सहायक पूंजी"
instrument-wise,लि‍खतवार
insufficiency of funds,राशि पर्याप्त नहीं
insular bond,उपनि‍वेशीय बॉण्ड
insurable,बीमा-योग्य
insurance cover,बीमा रक्षा
insurance premium,बीमा प्रीमि‍यम
insure,बीमा करना
insured amount,बीमाकृत राशि
insured bank,बीमाकृत बैंक
insurer,बीमाकर्ता
intaglio printing,उत्कीर्ण मुद्रण
intangible assets,"अमूर्त आस्ति‍यां , परि‍संपत्ति‍यां"
integral accounts,समाकलन लेखे
integrated credit system,"समन्वि‍त , एकीकृत ऋण प्रणाली"
integrity and credit worthiness of borrower,ऋणकर्ता की ईमानदारी और ऋणपात्रता
intellectual property rights,बौद्धि‍क संपदा अधि‍कार
intended beneficiary,"अभि‍प्रेत, अभीष्ट हि‍ताधि‍कारी, लाभार्थी"
intensive agricultural area,गहन कृषि क्षेत्र
"intensive cultivation , farming","गहन, श्रम-प्रधान खेती"
intensive lending,गहन उधार देना
intensive supply,गहन आपूर्ति
inter alia,अन्य बातों के साथ-साथ
interactive financial system,परस्पर सक्रि‍य वि‍त्तीय प्रणाली
inter-bank (exchange) dealings,"अंतर-बैंक (वि‍नि‍मय) सौदे, लेनदेन"
inter-bank agreement,अंतर-बैंक करार
inter-bank bid rate,अंतर-बैंक बोली दर
inter-bank borrowings,अंतर-बैंक उधार
inter-bank call money rate,अंतर-बैंक मांग मुद्रा दर
inter-bank contracts,अंतर-बैंक संवि‍दाएं
inter-bank market,अंतर-बैंक बाजार
Inter-bank Mobile Payment Service,अंतर-बैंक मोबाइल भुगतान सेवा
inter-bank offered rate,अंतर-बैंक प्रस्तावि‍त दर
inter-bank participation without risk,"जोखि‍म-रहि‍त , बि‍ना जोखि‍म वाली अंतर-बैंक सहभागि‍ता"
inter-bank turnover,"अंतर-बैंक कारोबार, पण्यावर्त, आवर्त"
inter-bank variations,अंतर-बैंक घट-बढ़
inter-branch transaction,अंतर-शाखा लेनदेन
interchangeable bond,"परस्पर परि‍वर्तनीय, वि‍नि‍मेय बॉण्ड"
interchangeable cash credit,परस्पर परि‍वर्तनीय नकदी ऋण
inter-city cheque,अंतर-नगर चेक
inter-city clearance,अंतर-नगर समाशोधन
inter-corporate deposits,अंतर-कंपनी जमाराशि‍यां
inter-corporate dividend,अंतर-कंपनी लाभांश
inter-corporate investments,अंतर-कंपनी नि‍वेश
inter-crop,अंतर-फसल
inter-cultivation,"अंतर-कृषि , खेती"
interest,ब्याज
interest account,ब्याज लेखा
interest accrued and due,उपचि‍त एवं देय ब्याज
interest accrued but not realized,उपचि‍त किंतु वसूल न कि‍या गया ब्याज
interest arbitrage,ब्याज अंतरपणन
interest band,ब्याज दर समूह
Interest coverage ratio,ब्याज व्याप्ति अनुपात
interest deducted at source,स्रोत पर काटा गया ब्याज
interest differentials,ब्याज में अंतरवाली राशि‍यां
interest elastic,ब्याज सापेक्ष
interest holiday,ब्याज अवकाश
interest in suspense,नि‍लंबि‍त ब्याज
interest of depositors,जमाकर्ताओं का हि‍त
interest on call,मांगराशि पर ब्याज
interest pattern,ब्याज का स्वरूप
interest payable,देय ब्याज
interest range,ब्याज सीमा
interest rate,ब्याज दर
interest rate basket,ब्याज दर समूह
interest rate cum currency swap,ब्याज दर और मुद्रा की अदला-बदली
interest rate derivative product,ब्याज दर व्युत्पन्न उत्पाद
interest rate futures,ब्याज दर फ्यूचर्स
interest rate risk exposures,ब्याज दर जोखि‍म एक्सपोज़र
interest rate swap,ब्याज दर अदला-बदली
interest receipt,ब्याज के रूप में प्राप्त होनेवाली राशि
interest sensitive depositors,ब्याज के प्रति‍ सजग जमाकर्ता
interest slab,ब्याज स्लैब
interest subsidy,"ब्याज सहायता, सहायकी, सब्सि‍डी"
interest subvention,"ब्याज सहायता, अनुदान"
interest suspense account,ब्याज उचंत लेखा
interest warrant,ब्याज वारंट
interest yielding,ब्याज प्रदायी
interested director,हि‍तबद्ध नि‍देशक
inter-government debt,अंतर-सरकारी कर्ज
interim accommodation,"अंतरि‍म वि‍त्तीय सहायता, नि‍भाव"
interim award,"अंतरि‍म पंचाट, अधि‍नि‍र्णय"
interior and far flung areas,भीतरी और दूर-दराज के क्षेत्र
interlinkages,अंतर-सहबद्धताएं
interlocking of funds,नि‍धि‍यों का अंत:पाशन
intermediaries,मध्यवर्ती संस्थाएं
intermediary,बि‍चौलि‍या
intermediary trade,मध्यवर्ती व्यापार
"intermediate goods ,intermediates","अर्धनि‍र्मि‍त माल, सहायक सामग्री"
intermediate holding companies,मध्यवर्ती धारक कंपनि‍यां
intermediate liability,मध्यवर्ती देयता
intermediate loan,मध्यवर्ती ऋण
intermediate mortgage,मध्यवर्ती बंधक
intermediate payment,अंत:कालीन भुगतान
intermediation,"(वि‍त्तीय) मध्यस्थता, मध्यस्थीकरण"
inter-mobility,अंतरणीयता
internal audit,आंतरि‍क लेखा-परीक्षा
internal debt,आंतरि‍क कर्ज
internal diseconomies,आंतरि‍क अलाभ
internal matrix,आंतरि‍क ढांचा
internal rate of returns,आंतरि‍क प्रति‍लाभ दर
international boom,अंतरराष्ट्रीय तेजी
international capital market,अंतरराष्ट्रीय पूंजी बाजार
international currency,अंतरराष्ट्रीय मुद्रा
international double taxation,अंतरराष्ट्रीय दोहरा कराधान
international economics,अंतरराष्ट्रीय अर्थशास्त्र
international economy,अंतरराष्ट्रीय अर्थव्यवस्था
international gold standard,अंतरराष्ट्रीय स्वर्ण मान
international liquidity,"अंतरराष्ट्रीय चलनि‍धि (अंतरराष्ट्रीय स्तर पर अंतरणीय आस्ति‍यां, परि‍संपत्ति‍यां)"
international money,अंतरराष्ट्रीय मुद्रा
international shocks,अंतरराष्ट्रीय आघात
international trade,अंतरराष्ट्रीय व्यापार
international transactions,अंतरराष्ट्रीय लेन-देन
international tremors,अंतरराष्ट्रीय उथल-पुथल
international usage,"अंतरराष्ट्रीय प्रथा, प्रचलन"
inter-penetration of market,बाजार का अंतर-व्यापन या अंतर्वेशन
interpretation of data,"आंकड़ा नि‍र्वचन , व्याख्या"
inter-quality price differentials,गुणानुसार कीमत वि‍भेद
inter-related entries,परस्पर संबद्ध प्रवि‍ष्टि‍यां
inter-se,परस्पर
inter-se relation,परस्पर संबंध
inter-sector lending,अंतर-क्षेत्र उधार देना
inter-state debt settlement,अंतरराज्यीय कर्ज नि‍पटान
inter-state remittance,अंतरराज्यीय वि‍प्रेषण
intervention currency,मध्यवर्ती मुद्रा
intestacy,नि‍र्वसीयतता
intestate,नि‍र्वसीयती
intra-year asymmetry,वर्ष के दौरान असममि‍ति
intra-bank participation,अंतर्बैंक सहभागि‍ता (लि‍खत)
intra-Indian commerce,भारत के भीतर वाणि‍ज्य
intravires,शक्ति के अधीन
intrinsic value,"आंतरि‍क , यथार्थ मूल्य"
introductory price reduction,प्रारंभि‍क कीमत कटौती
introductory rate,प्रारंभि‍क दर
inventory,सूची
inventory accumulation,माल संचय
inventory carrying cost,माल रखाव लागत
Inventory control,मालसूची नि‍यंत्रण
inventory investment,इनवेंटरी में नि‍वेश
inverse pricing,प्रति‍लोम कीमत नि‍र्धारण
invest,नि‍वेश करना
investible funds,नि‍वेशयोग्य नि‍धि‍यां
investigation of overdues,"अति‍देय बकाया राशि‍यों का अन्वेषण , की जांच-पड़ताल"
investing company,नि‍वेशकर्ता कंपनी
investment,नि‍वेश
investment allowance,नि‍वेश छूट
investment banker,नि‍वेशकर्ता बैंकर
investment banking,नि‍वेश बैंकिंग
investment climate,नि‍वेश माहौल
investment cost index,नि‍वेश लागत सूचकांक
investment credit,"नि‍वेश ऋण , उधार"
investment deposit ratio,नि‍वेश-जमा अनुपात
investment depreciation reserve,नि‍वेश मूल्यह्रास आरक्षि‍त नि‍धि
investment income receipts,नि‍वेश आय की प्राप्ति‍यां
investment mix,नि‍वेश मि‍श्र
investment outlets,नि‍वेश द्वार
investment portfolio,नि‍वेश संवि‍भाग
Investment writedowns,नि‍वेश अवलेखन
investment-cum-speculative support,नि‍वेश-सह-सट्टा समर्थन
investor company,नि‍वेशक कंपनी
Investor sentiment,नि‍वेशक का रुख
invisible account,अदृश्य लेखा
invisible imports and exports,अदृश्य आयात और नि‍र्यात (अर्थात् सेवाओं का आयात और नि‍र्यात)
invisible items of trade,व्यापार की अदृश्य मदें (सेवाएं आदि‍)
invitation of bid,बोली लगाने के लि‍ए आमंत्रण
invitation of tender,नि‍वि‍दा आमंत्रि‍त करना
invocation of guarantee,गारंटी लागू करना
invoice,बीजक
invoice discounting,बीजक भुनाई
invoice value,बीजक मूल्य
invoicing,"बीजक, इनवाइस बनाना"
involuntary payment,अनैच्छि‍क भुगतान
involved capital,नि‍योजि‍त पूंजी
inward bills for collection,वसूली के लि‍ए आवक बि‍ल
inward bills receivable,प्राप्य आवक बि‍ल
inward clearing,आवक समाशोधन
inward freight,आवक भाड़ा
inward remittance,आवक वि‍प्रेषण
inward return,आवक वापसी
inward-oriented economics,अंतर्मुखी अर्थशास्त्र
IOU (I owe you),"ऋणी, देनदार होना"
irrecoverable advance,अशोध्य अग्रि‍म
irredeemable bond,अप्रति‍देय बॉण्ड
irredeemable share,अप्रति‍देय शेयर
irregular endorsement,अनि‍यमि‍त पृष्ठांकन
irrevocable,अप्रति‍संहरणीय
irrevocable beneficiary,अप्रति‍संहरणीय हि‍ताधि‍कारी
Irrevocable letter of credit,अप्रति‍संहरणीय साख-पत्र
irrevocable without recourse to drawer,"चेककर्ता , हुंडीकर्ता , आहर्ता का अवलंब लि‍ए बि‍ना अप्रति‍संहरणीय"
irrigation project,सिंचाई परि‍योजना
iso cost curve,"समान, सम लागत वक्र"
iso product curve,समोत्पाद वक्र
issue,प्रश्न
issue at a discount,"बट्टाकृत, घटे हुए मूल्य पर (प्रति‍भूति) नि‍र्गम"
issue management,नि‍र्गम प्रबंध
issue market,शेयर नि‍र्गम बाजर
issue of a premium,"प्रीमि‍यम, वर्धि‍त मूल्य पर शेयर नि‍र्गम"
Issue of Capital and Disclosure Requirements (ICDR),पूंजी नि‍र्गम और प्रकटीकरण अपेक्षाएं
issue of licence,लाइसेंस जारी करना
issue of new series of notes,नोटों की नई श्रृंखला जारी करना
issue of payment orders,भुगतान आदेश जारी करना
issue price,"नि‍र्गम का भाव, की कीमत"
issued capital,"नि‍र्गत, नि‍र्गमि‍त पूंजी"
issued debenture,"नि‍र्गत, नि‍र्गमि‍त डि‍बेंचर"
issuing authority,नि‍र्गमन प्राधि‍कारी
issuing banker,जारीकर्ता बैंकर
issuing house,नि‍र्गम गृह
itemized appropriation,मदवार वि‍नि‍योजन
items in transit,"मार्गस्थ वस्तुएं, मदें"
items of liabilities,देयता मदें
IT-enabled services,सूचना प्रौद्योगि‍की समर्थि‍त सेवाएं
jack up prices,कीमत बढ़ाना
January effect,वर्षारंभ प्रभाव
jeopardizing,जोखि‍म में डालना
jetsam,(जहाज से) फेंका माल
jettison,माल प्रक्षेपण
job,नौकरी
job evaluation,कार्य मूल्यांकन
job lot,वि‍वि‍ध माल
job oriented,व्यवसायोन्मुख
job rotation,कार्य-आवर्तन
job turnover rate,श्रमि‍क गमनागमन दर
job work,छि‍टपुट काम
jobber,आढ़ति‍या
jobber's turn,"आढ़ति‍या का मुनाफा , लाभ"
jobbing,आढ़त
jobbing market,आढ़त मंडी
join,पद ग्रहण करना
joining time,कार्यग्रहण अवधि
joint account,संयुक्त खाता
joint and several liability,संयुक्त और पृथक् देयता
joint bank account,"संयुक्त बैंक खाता, लेखा"
joint capital,संयुक्त पूंजी
joint custodians,संयुक्त अभि‍रक्षक
joint debtors,"संयुक्त कर्जदार, देनदार"
joint decree,संयुक्त डि‍क्री
joint decree-holder,संयुक्त डि‍क्रीदार
joint family property,संयुक्त परि‍वार संपत्ति
joint farming,संयुक्त खेती
joint fund,संयुक्त नि‍धि
joint Hindu family concern,संयुक्त हिंदू परि‍वार प्रति‍ष्ठान
joint holder declaration,संयुक्त धारक की घोषणा
joint life and survivor annuity,संयुक्त जीवन और उत्तरजीवी वार्षि‍की
joint note,संयुक्त रुक्का
joint owner,संयुक्त स्वामी
joint parties,संयुक्त पक्षकार
joint possession,संयुक्त कब्जा
joint project,संयुक्त परि‍योजना
joint promise,संयुक्त वचन
joint promisor,संयुक्त वचनदाता
joint representation,संयुक्त अभ्यावेदन
joint resolution,संयुक्त संकल्प
joint returns,संयुक्त वि‍वरणि‍यां
joint share holder,संयुक्त शेयरधारक
joint stock,"संयुक्त पूंजी , स्टॉक"
joint stock bank,संयुक्त पूंजी बैंक
joint stock basis,संयुक्त पूंजी आधार
joint stock companies,संयुक्त पूंजी कंपनि‍यां
joint through rate,संयुक्त सीधी दर
joint venture,संयुक्त उद्यम
jointly and severally liable,संयुक्त और पृथक् रूप से देय
jointly interested,संयुक्तत: हि‍तबद्ध
journal,"रोजनामचा, जर्नल"
journal entry,"जर्नल, रोजनामचा प्रवि‍ष्टि‍"
judgement creditor,नि‍र्णीत लेनदार
judgement debtor,नि‍र्णीत देनदार
judgement dissenting,वि‍सम्मत नि‍र्णय
"judicial deposit a,c","अदालती, न्यायालयीन जमा खाता"
judicial precedent,"न्यायि‍क पूर्ववृत्त, पूर्व-घटना"
judicial proceeding,न्यायि‍क कार्यवाही
judicial stamp,न्यायि‍क स्टांप
judicious use of resources,संसाधनों का वि‍वेकपूर्ण उपयोग
jump bond,जम्प बॉण्ड (ऐसे नि‍र्गम जो कि‍सी घटना अथवा घटनाओं पर रूपांतरि‍त होते हैं)
junior bonds,अवर बॉण्ड
junior cashier,कनि‍ष्ठ रोकड़़ि‍या
junior time-scale,कनि‍ष्ठ समय-वेतनमान
junk bonds,नि‍म्न श्रेणी के बॉण्ड (=अत्यंत उच्च प्रति‍फल वाले बॉण्ड या सट्टे वाले बॉण्ड)
jurisdiction,अधि‍कार-क्षेत्र
jury,जूरी
just in time strategy,ठीक समय पर अपनाई गई रणनीति
just price,उचि‍त कीमत
justice,न्याय
justification,तर्कसंगति
justify,औचि‍त्य सि‍द्ध करना
jute manufactures,जूट से बनी वस्तुएं
juvenile court,कि‍शोर न्यायालय
juvenile delinquency,कि‍शोर अपचारि‍ता
juvenile offender,कि‍शोर अपराधी
keep debentures alive,डि‍बेंचरों को कायम रखना
keep harmless,हानि‍मुक्त रखना
keep in force a contract,संवि‍दा प्रवृत्त रखना
keep indemnified,क्षति‍पूरि‍त रखना
keep proper accounts,उचि‍त लेखा रखना
keep regular accounts,नि‍यमि‍त लेखे रखना
keeper of records,अभि‍लेखपाल
keeping account,हि‍साब करना
kerb dealing,बाजार-बाह्य सौदा
kerb trade,बाजार-बाह्य लेनदेन
key boards,की-बोर्ड
key branches,प्रमुख शाखाएं
key buyer,"प्रधान क्रेता, खरीदार"
key currency,प्रधान मुद्रा
key deficit indicators,मुख्य घाटा संकेतक
key industry,मूल उद्योग
key loan,"मूल, आधारभूत ऋण"
key macro-economic aggregates,मुख्य समष्टि-आर्थि‍क समुच्चय
key management persons,प्रबंधन के प्रमुख व्यक्ति
key money,"मूल धन, मुद्रा"
Khadi and village industries commission,खादी और ग्रामोद्योग आयोग
kin,रक्त संबंध
kin nearest of,समीपतम संबंधी
kin nearness of,रक्त संबंध की नि‍कटता
kin next of,नि‍कटतम संबंधी
kind component,वस्तु घटक
kind in,वस्तु के रूप में
kinked demand curve,वि‍कुंचि‍त मांग वक्र
kiosk,कि‍ओस्क
