English,Hindi
Land tenure,"पट्टेदारी,भू-धृति"
Land use certificate,भूमि उपयोग प्रमाण-पत्र
Lapse," बीत जाना ,व्यपगत होना , गलती"
Large scale,बड़ा पैमाना
Last date,अंतिम तिथि
Lasting,स्थायी
Lastly,"आखिर में,अततः"
Last payment,अंतिम भुगतान
Late," विलंब से,देर से , स्वर्गीय"
Late attendance statement,विलम्ब-उपस्थिति विवरण
Late duty,अधिसमय ड्यूटी
Late payment,देर से भुगतान
Latest,"अधुनातन,नवीनतम"
Laudable,प्रशंसनीय
Launch," प्रारंभ करना , प्रमोचन"
Law,"विधि,कानून"
Law and order,क़ानून और व्यवस्था
Law breaker,क़ानून तोड़ने वाला
Law court (=court of law),न्यायालय
Lawsuit,वाद
Lawyer,वकील
Layoff,कामबंदी
Layout,"अभिन्यास,नक्‍शा"
Leader," नेता , नायक , अग्रणी, प्रमुख"
Leadership quality,नेतृत्व का गुण
Leaflet,"पर्ची, पत्रक"
Leak," रिसना , भेद बताना"
Leap year,अधिवर्ष
Learning,"सीखना, अधिगम , विद्‌वत्‍ता"
Lease,"पट्टा,पट्टे पर देना"
Leased accommodation,पट्टा आवास
Leasehold,पट्टाधृति
Leaseholder,"पट्टाधारी,पट्टेदार"
Leasing,"पट्टे पर देना,लीजिंग"
Leave," छुट्टी, अनुमति , इजाजत  , छोड़ना"
Leave encashment,"छुट्टी नकदीकरण,छुट्टी का नगद भुगतान"
Leave salary,छुट्टी का वेतन
Leave vacancy,छुट्टी रिक्‍ति
Leave without pay,अवेतन छुट्टी
Leave with pay,सवेतन छुट्टी
Lecture hall,व्याख्यान शाला
Ledger,"खाता,खाता बही"
Ledger balance,"खाता शेष, बही शेष"
Legacy,वसीयत-संपदा 
Legal,"क़ानूनी,विधिक, वैध"
Legality,वैधता
Legalization,वैधीकरण
Legally,"वैध रूप से,कानूनी तौर पर"
Legal practice,"वकालत, विधि व्यवसाय"
Legatee,वसीयतदार
Legible,"सुवाच्य,पढ़े जाने योग्य"
Legislative,विधायी
Legislative business,विधायी कार्य
Legislature,विधानमंडल
Legitimacy," वैधता ,धर्मजता ,औचित्यपूर्णता"
Legitimate,"विधिसम्मत,विधि-संगत ,  धर्मज"
Leisure,"अवकाश,फुरसत"
Leniency,"नरमी,उदारता"
Lessee,पट्टेदार
Letter," पत्र , अक्षर"
Letter pad,पत्र-पैड
Levy,उगाही
Liability,"देनदारी, दायित्व,देयता"
Liable," दायी,देनदार ,जिम्मेदार"
Liaison,संपर्क
Library,पुस्तकालय
Licence," अनुज्ञप्‍ति,लाइसेंस ,स्वेच्छाचार"
Licence holder,"अनुज्ञापक, लाइसेन्सदार"
Licensed,"अनुज्ञापित,लाइसेंस-प्राप्त"
Licensee,"लाइसेन्सधारी, अनुज्ञापक"
Lien,"लियन,पुनर्ग्रहणाधिकार,धारणाधिकार"
Life certificate,जीवन प्रमाणपत्र
Limit," हद,सीमा ,परिसीमा  , मर्यादा"
Limitation," सीमा , अवधि"
Limited," सीमित ,लिमिटेड"
Limited concern,मर्यादित समुत्थान 
Limited liability,सीमित देयता
Limited tender,सीमित निविदा
Link," कड़ी,श्रृंखला ,संपर्क"
Linked,संलग्न संबद्‌ध
Linked file," संलग्न फ़ाइल ,संबद्‌ध फाइल"
Link language,संपर्क भाषा
Liquidated damages,परिनिर्धारित नुकसानी
Liquidation," परिसमापन,परिनिर्धारण"
Liquidator,परिसमापक
List,सूची
List of business,कार्य-सूची
Literate,साक्षर
Litigant,मुक़दमेबाज़
Litigation,मुक़दमेबाज़ी
Livery allowance,वर्दी भत्ता
Livestock,पशुधन
Living standard,जीवन स्तर
Living wage," निर्वाह म़ज़दूरी , निर्वाह वेतन"
Loading," माल लादना , भारण, लदाई, लदान , अतिरिक्‍त प्रभार , दायित्व सौंपना"
Loan,"कर्ज़, ऋण"
Loaner,लेनदार
Loaning department,प्रदाता विभाग
Lobby,"लॉबी, पक्ष"
Lobbying,"पक्ष जुटाव, समर्थन जुटाना"
Lock in period,परिबंधन अवधि
Lock out,तालाबंदी
Locus standi,सुने जाने का अधिकार
Lodging,"वास, आवास"
Log book,"लॉक बुक, कार्य पंजिका"
Logic," तर्कशास्त्र , तर्क"
Logo,"लोगो, प्रतीक-चिह्‌‌न"
Long distance call,दूरस्थ कॉल
Long hand,"हाथ से लिखाई, हस्तलेखन"
Lot," खेप , ढेरी , लॉट, बहुत"
Lower," निचला,निम्नतर ,अवर "
Lowest rate,न्यूनतमदर
Low grade," निम्न श्रेणी , घटिया"
Loyal,"निष्‍ठावान,वफ़ादार"
Lump sum," एक राशि , एकमुश्त"
Lumpsum grant,एकमुश्त अनुदान
Machinery," मशीनरी , तंत्र,व्यवस्था"
Machinery of government,शासन-व्यवस्था
Magazine," पत्रिका , मैगजीन  , बारूदघर, शस्त्रागार , गोदाम"
Mailing list," डाक-सूची , प्रेषण सूची"
Maintain," रखना,भरण-पोषण करना,अनुरक्षण करना, बनाए रखना"
Maintenance," अनुरक्षण,रखरखाव ,रखना,भरण-पोषण"
Major," वयस्क, बालिग ,मुख्य ,  मेजर"
Majority," बहुमत,वयस्कता,बालिगपन,बहुसंख्यक"
Major works,बड़े निर्माण कार्य
Make up,कमी पूरी करना
Maladjustment,कुसमायोजन
Maladministration,कुप्रशासन
Malafide,दुर्भावनाअसद्‍भावपूर्वक 
Malice,"विद्‌‌वेष, दुर्भावना"
Malpractice,"अनाचार , कुप्रथा"
Maltreatment,दुर्व्यवहार
Management," प्रबंध, प्रबंधन , प्रबंधकवर्ग"
Manager,प्रबंधक
Mandate," अधिदेश , आज्ञा"
Mandatory," आज्ञापक ,अनिवार्य"
Mandays,श्रम दिन
Manhours,श्रम घंटे
Manifesto,घोषणापत्र
Manipulation," हस्त कौशल , जोड़तोड़  , प्रकलन "
Manoeuvre," दांव-पेंच ,युक्‍तिचालन"
Manpower,जनशक्‍ति
Man-to-man ranking,व्यक्‍तिशः श्रेणीकरण
Manual," पुस्तिका,दीपिका,नियम पुस्तक,नियमावली, कायिक, शारीरिक, हस्त"
Manual labour,शारीरिक श्रम
Manufacture,विनिर्माण
Manufacturer,विनिर्माता
Manuscript," पांडुलिपि ,हस्तलेख"
Map," मानचित्र,नक़्शा ,  प्रतिचित्र"
Margin," हाशिया,उपांत, गुंजाइश"
Marginal,उपांतिक
Marital status,वैवाहिक स्थिति
Marketing,विपणन
Marketing economy,बाजार अर्थव्यवस्था
Mark,चिह्‌न
Marksheet,अंकपत्र
Marks obtained,प्राप्तांक
Mass," जनसमूह ,सामूहिक ,व्यापक"
Mass communication,जनसंचार
Mass consumption,व्यापक उपभोग
Mass immunization,व्यापक प्रतिरक्षण
Mass media,जनसंचार माध्यम
Mass production,"बड़े पैमाने पर उत्पादन,पुंज उत्पादन"
Master file," मास्टर फाइल ,  प्रधान संचिका"
Master of ceremonies,समारोह समायोजनक
Master plan,"मास्टर प्लान,महायोजना"
Matching grant,अनुरूप अनुदान
Material,"सामग्री,सामान"
Maternity," प्रसूति ,मातृत्व"
Maternity leave,प्रसूति छुट्टी
Matriculate,मैट्रिक पास
Matrimonial,वैवाहिक
Mature," परिपक्व ,प्रौढ़ ,परिपक्व होना"
Maturity date,परिपक्वता तिथि
Maximum,अधिकतम
Means,"साधन,उपाय"
Measure," माप , मापना"
Measurement,माप
Measures,उपाय
Mechanic,"मिस्त्री, मेकैनिक"
Mechanical,यांत्रिक
Mechanism," तंत्र , क्रियाविधि"
Media," माध्यम , जनसंचार माध्यम"
Mediate,"मध्यगता करना, मध्यस्थता करना"
Medical,चिकित्सा
Medical benefit,चिकित्सा हितलाभ
Medical examination,स्वास्थ्य परीक्षा
Medico-legal,चिकित्सा-विधिक
Medium,माध्यम
Meeting in camera,बंद कमरे में बैठक
Member,सदस्य
Memo,"ज्ञापन,मेमो"
Memorial," स्मारक ,अभ्यावेदन"
Mental ability,मानसिक योग्यता
Menu," मेनू , व्यंजन"
Merger,विलयन
Merit,"गुण,योग्यता"
Merit list,योग्यता-क्रमसूची
Meritorious," गुणवान गुणी , सराहनीय"
Merits,गुणावगुण
Merit scholarship,योग्यता छात्रवृत्‍ति
Message,संदेश
Method,"विधि, प्रणाली, पद्‌धति"
Methodology,कार्यप्रणाली
Metropolitan area,महानगर क्षेत्र
Middle income group,मध्य आय वर्ग
Middleman,बिचौलिया
Midwifery,प्रसूति विद्‌या
Migrant,प्रवासी
Mileage," मील-दूरी , मील भत्‍ता , लाभ"
Militancy,लड़ाकूवृत्‍ति
Millennium,सहस्त्राब्दि
Miniature,"लघु,छोटा"
Minimum,"न्यूनतम,कम-से-कम"
Mining,खनन
Ministerial,लिपिकवर्गीय
Ministry,मंत्रालय
Minor," अवयस्क,नाबालिग , लघु"
Minority," अल्पसंख्या ,अल्पसंख्यक ,अल्पमत, अवयस्कता"
Minor works,लघु निर्माण कार्य
Minutes," कार्यवृत्‍त ,टिप्पण , मिनट्स"
Misappropriation,दुर्विनियोजन
Misbehaviour,दुर्व्यवहार
Miscarriage of justice,न्याय की हत्या
Miscellaneous,"विविध, फुटकर"
Mischief,"शरारत,उत्पात"
Misclassification,गलत वर्गीकरण
Misconduct,कदाचार
Mislead,"गुमराह करना,भ्रम में डालना"
Mismanagement,कुप्रबंध
Misrepresentation,"अन्यथा-प्रस्तुति, अन्यथा-कथन"
Misstatement of facts,तथ्यों की ग़लतबयानी
Misunderstanding,गलतफहमी
Misuse,"दुरुपयोग,दुरुपयोग करना"
Mixed economy,मिश्रित अर्थव्यवस्था
Mob,"भीड़,असंयत भीड़"
Mobile," चल,चलता-फिरता ,  मोबाइल"
Mobility,गतिशालता
Mode,"ढंग,प्रकार,रीति, विधा, तरीका"
Model," निदर्श,मॉडल ,आदर्श"
Moderator,मर्यादक
Modification,आशोधन
Modus operandi,कार्य-प्रणाली
Monetary grant,आर्थिक अनुदान
Money,"धन,मुद्रा"
Monitor," अनुवीक्षक , अनुवीक्षण करना , मॉनीटर "
Monogamy, एकविवाह
Monogram,गुंफाक्षर
Monopoly,एकाधिकार
Monotony,एकरसता
Monthly tour diary,मासिक दौरा डायरी
Month to month,महीने के महीने
Moral,नैतिक
Morale,"मनोबल,हौसला"
Moral turpitude,नैतिक अधमता
Moratorium," अधिस्थान ,अधिस्थगन काल"
Mortality," मृत्युसंख्या ,मृत्युदर"
Mortgage,बंधक
Most confidential,अति गोपनीय
Mother tongue,मातृभाषा
Motion,प्रस्ताव
Motion study,गति अध्ययन
Motivation,अभिप्रेरण
Motive," उद्‌‌देश्य , अभिप्रेरण , हेतु"
Motto,"आदर्शवाक्य,आदर्शोक्‍ति"
Mouthpiece," मुखपत्र , पक्षवक्‍ता"
Movable,चल
Move,"प्रस्ताव रखना,प्रस्तावित करना"
Movement," आंदोलन ,संचलन ,गतिविधि"
Multifarious , बहुविध
Multipurpose,बहु-उद्‌देशीय
Municipal tax,नगरपालिका कर
Museum,संग्रहालय
Muster roll,उपस्थिति नामावली
Mutation,"नामांतरण,दाखि़ल-ख़ारिज़"
Mutatis mutandis,यथावश्यक परिवर्तन सहित
Mutual understanding,आपसी समझ
Name card,नाम कार्ड
Narcotic, स्वापक
Narrative appraisal,विवरणात्मक मूल्यांकन
Narrator," वर्णनकर्ता ,वाचक"
Nation,राष्‍ट्र
National," राष्‍ट्रीय , राष्‍ट्रिक"
Nationalism," राष्‍ट्रवाद , राष्‍ट्रीयता"
Nationality," राष्‍ट्रिकता , राष्‍ट्रीयता"
Nationalization,राष्‍ट्रीयकरण
National language,राष्‍ट्रभाषा
National savings certificate,राष्‍ट्रीय बचत-पत्र
Native," मूल निवासी , प्राकृतिक,सहज़ , देशी,देशज,देशीय"
Natural," प्राकृतिक , स्वाभाविक, नैसर्गिक"
Naturalization," देशीयकरण , नागरिकीकरण"
Naval force,नौ बल
Navigable,"नाव्य, नौगम्य"
Navigation," नौचालन , दिक् चालन ,  संचालन"
Nayes,नहीं पक्ष
Necessary action,आवश्यक कार्रवाई
Needful,"आवश्यक, जरूरी"
Negative," निषेधात्मक , नकारात्मक"
Neglect," उपेक्षा ,लापरवाही ,उपेक्षा करना"
Negligence,उपेक्षा
Negligible,नगण्य
Negotiability,परक्राम्यता
Negotiable instrument,परक्राम्य लिखत
Negotiation," बातचीत, वार्ता, परक्रामण"
Negotiator,वार्ताकार
Nepotism,"स्वजन-पक्षपात,भाई-भतीजावाद"
Net," जाल , निवल, शुद्‌ध"
Net investment,निवल निवेश
Neutral,तटस्थ
News,समाचार
Newsletter,संवाद पत्र
Newspaper,"समाचारपत्र,अखबार"
News reader,समाचार वाचक
Next of kin,निकटतम संबंधी
Night duty,रात्रि ड्यूटी
Nil report,शून्य रिपोर्ट
No admission,"प्रवेश-निषिद्‌ध,अंदर आना मना है"
No demand certificate(=no dues certificate),बेबाकी प्रमाण-पत्र
Nomenclature," नामपद्‌धति , नामावली"
Nominal cost,नाममात्र लागत
Nominal value(=face value),अंकित मूल्य
Nominate,"नामित करना,मनोनीत करना"
Nomination,"नामन,नामांकन"
Nominee,"नामिती,नामित व्यक्‍ति"
Non-age,अवयस्कता
Non-contributory,गैर-अंशदायी
Non-essential,गै़र-ज़रूरी
Non-gazetted,अराजपत्रित
Non-interest bearing,"ब़्याज रहित,अब़्याजी"
Non-judicial,न्यायिकेतर
Non-ministerial,अलिपिक वर्गीय
Non-negotiable,अ-परक्राम्य
Non-official," गैर-सरकारी,अशासकीय ,अनधिकारिक"
Non-payment,"ग़ैर-अदायगी, भुगतान न करना"
Non-payment certificate,गैर-अदायगी प्रमाणत्र
Non-practising allowance,प्रैक्टिसबंदी भत्‍ता
Non-recurring expenditure,अनावर्तीव़्यय
Non-refundable,अप्रतिदेय
Non-statutory,असांविधिक
Non-taxable income,गैर-करयोग्य आय
Non-technical post,गैर-तकनीकी पद
Non-traditional,अपरंपरागत
Non-verbal communication,अशाब्दिक संप्रेषण
No objection certificate,अनापत्‍ति प्रमाणपत्र
"No profit, no loss",न लाभ न हानि
Norm,प्रतिमानक
Normal,सामान्य
No smoking,धूम्रपान निषेध
Notable,"महत्वपूर्ण, उल्लेखनीय, विशेष"
Not applicable (N.A.),लागू नहीं
Not available (N.A.),अनुपलब़्ध
Note,"टिप्पणी,नोट"
Notice,"सूचना,नोटिस"
Noticeable,"उल्लेखनीय,ध्यान देने योग्य"
Notification,अधिसूचना
Notified area,अधिसूचित क्षेत्र
Noting and drafting,टिप्पण और प्रारूपण
Notional pay,कल्पित वेतन
Not negotiable,अ-परक्राम्य
Not negotiable instrument,अ-परक्राम्य लिखत
Nucleus,"केंद्रक, केंद्र बिंदु"
Null,"बातिल,अकृत"
Null and void,बातिल और शून्य
Number,संख्या
Numbering,"संख्यांकन,संख्या डालना"
Numeral,"संख्यांक,अंक"
Oath,शपथ
Oath of allegiance,निष्‍ठा-शपथ
Oath of office,पद-शपथ
Obedience,आज्ञापालन
Obituary,निधन-सूचना
Object," वस्तु , आपत्‍ति करना"
Objection,आपत्‍ति
Objective," उद्‌‌देश्य ,वस्तुनिष्‍ठ,विषयपरक"
Objects and reasons,उद्देश्य और कारण
Obligatory,बाध्यकर
Obscene,अश्‍लील
Obscene gesture,अश्‍लील हावभाव
Observer,प्रेक्षक
Obsolete,अप्रचलित
Obstruction,बाधा
Obvious,स्पष्‍ट
Occasional,"यदाकदा,अनियत"
Occupancy,"दखल,अधिभोग"
Occupant,"दख़लकार,अधिभोगी"
Occupation,"व्यवसाय,धंधा"
Occupy,"दख़ल करना ,स्थान घेरना"
Octroi duty,चुंगी
Off day,छुट्टी का दिन
Off duty," काम के बाद,काम पर न होना ,खाली दिन"
Offensive," आक्रामक , अप्रिय, कटु , बदबूदार"
Offer," प्रस्ताव , देना"
Offer of appointment,नियुक्‍ति प्रस्ताव
Office," कार्यालय,दफ़्तर , पद"
Office of profit,लाभ का पद
Official," पदधारी , शासकीय,सरकारी ,आधिकारिक"
Officialdom," अधिकारी वर्ग , अफसरशाही"
Official duty," पदीय कर्तव्य ,सरकारी काम"
Officialese,कार्यालयी भाषा
Official language,राजभाषा
Officially,"सरकारी तौर पर, आधिकारिक तौर पर"
Official report,"सरकारी प्रतिवेदन, सरकारी रिपोर्ट"
Official version," सरकारी कथन ,आधिकारिक कथन"
Officiating,स्थानापन्न
Off the record,रिकार्ड से बाहर
Okay (O.K.)," ठीक है , समर्थन करना"
Ombudsman,"लोकपाल, ऑम्बड्समैन"
On account grant,लेखागत अनुदान
On demand,मांगने पर
On duty,"काम पर, ड्यूटी पर"
One sided,एकपक्षीय
On line," लाइन पर , लाइनारूढ़"
On-special duty,"विशेष ड्यूटी पर, विशेष कार्य पर"
On the job training,कार्यगत प्रशिक्षण
Onus,"भार, दायित्व"
Open day," कार्य दिवस , मुक्‍त दिवस"
Open system,मुक्‍त व्यवस्था
Opening," उद्‌घाटन , शुभारंभ , अवसर , खाली जगह"
Opening balance,अथ शेष
Opening hours,खुले रहने का समय
Open learning,मुक्‍त अधिगम
Open letter,खुला पत्र
Open university,मुक्‍त विश्‍वविद्‌यालय
Operating cost,प्रचालन लागत
Operating staff,"प्रचालन स्टाफ़,प्रचालन अमला"
Operation," प्रचालन , संक्रिया , शल्यकर्म"
Operative," कर्मी,प्रचालक , प्रवर्ती, प्रवर्तनशील"
Opinion,"राय,मत"
Opposition," विरोध ,विरोधी दल"
Option,विकल्प
Oral,"मौखिक,ज़बानी"
Order," आदेश , व्यवस्था , क्रम"
Order cheque,आदेश चेक
Order of reservation,आरक्षण क्रम
Ordinance,अध्यादेश
Organization," संगठन ,आयोजन"
Organization chart,संगठन चार्ट
Organizer," आयोजक , संगठनकर्ता"
Oriented,"अभिविन्यस्त, उन्मुख"
Original," मूल प्रति , मूल,मौलिक,प्रारंभिक"
Original department,मूल विभाग
Original sale deed,"मूल विक्रय विलेख,मूल बैनामा"
Ostensible owner,दृश्यमानस्वामी
Outbreak," अचानक आरंभ , भड़क उठना , विद्रोह"
Outfit allowance,परिधान भत्‍ता
Outgoing member,निर्गामी सदस्य
Outgoing file,जावक फ़ाइल
Outlay,परिव्यय
Outlet," निकास, निर्गम, बिक्री केन्द्र"
Outline,रूपरेखा
Outlook,दृष्‍टिकोण
Out of court,न्यायालय-बाह्‌य
Out of date," गतावधिक , अप्रचलित"
Out of order," खराब,चालू नहीं , अव्यवस्थित"
Out of print,अप्राप्य
Out of turn,बिन बारी
Out of turn allotment,बिन बारी आबंटन
Outpost,सीमा चौकी
Output,"उत्पादन,उत्पाद,निर्गत"
Outright purchase,एकमुश्त खरीद
Outsource,बाह्‌य स्रोत
Outstanding," बकाया , बाकी , उत्कृष्‍ट"
Over age," अधिवयस्कता , अधिक आयु वाला"
Overall,"समस्त,समग्र,कुल"
Overall deficit,समग्र घाटा
Over billing,बढ़ा हुआ बिल बनाना
Overcharge,अधिप्रभार
Overdue," अतिदेय , अतिशोध्य , पुराना, खड़ा"
Overestimate,"अधिप्राक्कलन,अत्यनुमान,अधिक आंकना"
Overhead charge,"उपरिप्रभार,ऊपरी खर्च"
Overlapping,अतिव्याप्‍ति
Overriding priority,अधिभावी प्राथमिकता
Over-rule,"उलटना,विरूद्‌ध व्यवस्था देना"
Oversight,चूक
Overtime pay,समयोपरि वेतन
Overvaluation,अधिमूल्यन
Ownership,स्वामित्व
Package,"पैकेज,संपुट"
Package deal,"पैकेज सौदा,संपुट सौदा"
Packing and marking,पैक करना और चिह्‌न लगाना
Packing list,पैकिंग-सूची
Pact,समझौता
Paid," प्रदत्‍त , सवेतन ,भुगतान किया, चुकता"
Paid up capital,प्रदत्‍त पूंजी
Pamphlet,"पुस्तिका, पैम्फलेट"
Panel,"नामिका, पैनल"
Paper," काग़ज , पत्र, काग़ज़-पत्र ,लेख , समाचार पत्र , प्रश्न पत्र"
Para,पैरा
Paramount," परमोच्च , परम"
Parent," माता-पिता , मूल"
Parental,पैतृक
Parent office,मूल कार्यालय
Par excellence,सर्वोत्कृष्‍ट
Pari passu," समान गति से , समरूप"
Parity,"समता, समानता"
Parliament,संसद
Part," भाग,अंश , भूमिका , पुर्जा"
Part file,"खंड फ़ाइल,खंड मिसिल,खंड संचिका"
Partial," आंशिक , पक्षपातपूर्ण"
Participate,"भाग लेना,"
Particular,"विशेष,खास"
Particulars,"ब्योरा,विवरण"
Partition,"विभाजन,बँटवारा"
Partner,"साझेदार, भागीदार"
Partnership deed,भागीदारी विलेख
Part payment,आंशिक भुगतान
Part-time,अंशकालिक
Party," पक्ष,पक्षकार ,पार्टी,दल , प्रीति भोज, दावत"
Par value,सममूल्य
Pass," पास ,  पारण , पास करना , पार जाना, गुजरना , उत्‍तीर्ण"
Passage," मार्ग,गली,गलियारा ,अंश,उद्‌धरण,अवतरण , यात्रा , यात्रा व्यय"
Password,"संकेत शब्द, पासवर्ड"
Patent,"एकस्व, पेटेन्ट"
Patron," संरक्षक ,ग्राहक"
Pay,वेतन
Pay bill,वेतन बिल
Pay certificate,वेतन प्रमाणपत्र
Pay day,वेतन दिवस
Payee,"आदाता, पाने वाला"
Payer,"भुगतानकर्ता, अदाकर्ता"
Payment,"भुगतान,अदायगी"
Pay off,चुकता करना
Pay order,अदायगी आदेश
Pay roll,वेतन पत्रक
Pay scale,वेतनमान
Pecuniary,धन संबंधी
Penal,दांडिक कार्रवाई
Penal code,दंड-संहिता
Penal interest,दंड स्वरूप ब्याज
Penalize,दंडित करना
Penalty," दंड , अर्थदंड,जुर्माना , शास्ति"
Pending," लंबित, अनिर्णीत, रूका हुआ , तक, पर्यंत"
Pen down strike,कलम रोको हड़ताल
Pension,पेन्शन
Pensionable,पेन्शनी
Pensioner,पेन्शन भोगी
Pension scheme,पेन्शन योजना
Per annum,"प्रतिवर्ष,वार्षिक,सालाना"
Per bearer,वाहक द्‌वारा
Per capita (=per head),प्रति व्यक्‍ति
Percent,"प्रतिशत,फ़ीसदी"
Perennial," चिरस्थायी , बारहमासी"
Preferential purchase,अधिमानी क्रय
Perform," पालन करना ,निष्पादन करना"
Performance," निष्पादन , पालन"
Period,"अवधि,कालावधि"
Periodical," पत्र,सामयिकी,पत्रिका ,आवधिक,समय-समय पर"
Period under review,समीक्षाधीन अवधि
Perjury,मिथ्या साक्ष्य
Perks,अनुलब्धियां
Permanent,स्थायी
Per mensem,"प्रतिमास, हर महीने, माहवार"
Permissible,"अनुमत्य, अनुज्ञेय"
Permission,"अनुज्ञा, अनुमति"
Permit,"अनुज्ञा-पत्र,परमिट,अनुज्ञा देना,अनुमति देना"
Permitted," अनुमत , अनुज्ञप्त , अनुमतिप्राप्त"
Perpetual,"शाश्‍वत,निरंतर, चिर"
Perpetuity,"शाश्‍वतता,शाश्‍वतकाल"
Perquisites (=perks),अनुलब्धियां
Personal,वैयक्‍तिक
Personal assets,वैयक्‍तिक परिसंपत्‍तियां
Personal bond,"मुचलका,स्वीय बंधपत्र"
Personality,व्यक्‍तित्व
Persona non grata,अवांछित व्यक्‍ति
Personnel,कार्मिक
Personnel policy,कार्मिक नीति
Perspective,परिप्रेक्ष्य
Persuasion," समझाना-बुझाना,मनाना ,अनुनय"
Pertinent,"संगत, प्रासंगिक"
Perusal,"अवलोकन, देखना"
Petition,याचिका
Petitioner,याचिकादाता
Phase," प्रावस्था , चरण"
Photograph,फ़ोटो
Photostat,फ़ोटो-स्टैट
Physical checking,प्रत्यक्ष जांच
Physical defect,शारिरिक दोष
Physical education,व्यायाम शिक्षा
Physically handicapped,"अंग-बाधित, विकलांग"
Physical verification,प्रत्यक्ष सत्यापन
Piecemeal,खंडशः टुकड़ों में
Piece rate,"उजरती दर, मात्रानुपाती दर"
Pilgrim,तीर्थयात्री
Pilot programme," अग्रगामी कार्यक्रम ,प्रायोगिक कार्यक्रम"
PIN ,पिन
Placement service,स्थानन सेवा
Place of birth,जन्म स्थान
Place of work,कार्य स्थल
Plaintiff,वादी
Plan,"आयोजना, योजना"
Planning," आयोजना, योजना , आयोजना बनाना , नियोजन"
Plant," संयंत्र , पादप, पौधा"
Player," वादक , खिलाड़ी"
Plea," तर्क,दलील , अभिवचन,अभिवाक्"
Pleader,"प्लीडर, अधिवक्‍ता"
Plebiscite,जनमत-संग्रह
Pledge," रेहत रखना ,प्रतिज्ञा करना"
Plenary session,पूर्ण अधिवेशन
Plenipotentiary,पूर्णाधिकारी
Plinth area,कुर्सी क्षेत्रफल
Policy," नीति ,  पॉलिसी"
Political activity," राजनीतिक क्रियाकलाप , राजनीतिक सक्रियता"
Poll,मतदान
Pollution,प्रदूषण
Political,राजनीतिक/राजनैतिक
Pool,पूल
Portfolio ," विभाग , पोर्टफोलियो"
Position,"स्थिति, स्थान, स्थल"
Positive," सकारात्मक , निश्‍चित, निश्‍चयात्मक"
Post," पद ,डाक ,केन्द्र , चौकी"
Post-dated,उत्‍तर-दिनांकित
Post-facto sanction,कार्योत्‍तर मंजूरी
Postgraduate,स्नातकोत्‍तर
Posthumous,"मरणोत्‍तर, मरणोपरांत"
Posting," तैनाती ,इंदराज"
Post mortem examination,"शव परीक्षा, मरणोत्‍तर परीक्षा"
Postpone,"स्थगित करना, मुल्तवी करना"
Postscript (P.S.),पुनश्‍च
Power," शक्‍ति, अधिकार ,बिजली, विद्‌युत्"
Power of attorney,मुख़्तारनामा
Practicable,व्यावहारिक
Practice," व्यवसाय, पेशा , पद्‌धति, प्रथा"
Pre-audit," पूर्व-लेखापरीक्षा , पूर्व संपरीक्षा"
Precaution,"पूर्वोपायन, पूर्वावधान,एहतियात"
Precedent,"पूर्व उदाहरण,नज़ीर"
Precis,सारलेख
Precise," ठीक-ठीक, यथावत् , यथार्थ"
Preclude,"रोक देना,प्रतिवारित करना"
Preconception,पूर्वसंकल्पना
Predecessor,पूर्ववर्ती
Predominant,"प्रधान,प्रबल"
Preface,प्रस्तावना
Prefer,"अधिमान देना, तरजीह देना"
Prejudice," प्रतिकूल प्रभाव , पूर्वग्रह, पूर्वाग्रह , प्रतिकूल प्रभाव डालना, पूर्वाग्रह उत्पन्न करना"
Preliminary,प्रारंभिक
Premature,समयपूर्व
Premises,"परिसर,अहाता, परिक्षेत्र"
Premium," बीमा-किस्त,प्रीमियम ,बढ़ौती"
Prepaid,पूर्व प्रदत्‍त
Prepaid card,"पूर्वदत्‍त कार्ड, प्रीपेड कार्ड"
Pre-planned,पूर्वनियोजित
Prepone,पूर्वित करना
Pre-receipted bill,रसीद सहित बिल
Prerogative,परमाधिकार
Prescribe,निर्धारित करना
Prescribed,"निर्धारित, विहित"
Prescribed form,निर्धारित प्रपत्र
Presentation,प्रस्तुतीकरण
Preside," अध्यक्षता करना , पीठासीन होना"
President," राष्‍ट्रपति , अध्यक्ष"
Press," मुद्रणालय,प्रेस , समाचारपत्र, अख़बार , प्रेस"
Press copy,प्रेस-प्रति
Press gallery,"पत्रकार दीर्घा,पत्रकार गैलरी"
Presumed,प्रकल्पित
Presumptive pay,प्रकल्पित वेतन
Presupposed,पूर्वकल्पित
Pretext,बहाना
Prevail," प्रचलित होना ,अभिभावी होना"
Prevent,"निवारण करना, रोकना"
Prevention,"निवारण,रोकथाम"
Preventive,निवारक
Price fluctuation (=price movements),"क़ीमत उतार-चढ़ाव,क़ीमत घट-बढ़"
Pricing,क़ीमत निर्धारण
Prima facie,"प्रथम दृष्‍टया, प्रथम दृष्‍टि में"
Primarily,"मुख्यतः,प्राथमिक तौर पर"
Primary,प्राथमिक
Primary receipt,मूल आवती
Principal," प्राचार्य ,प्रधान , मूलधन , मालिक,स्वामी"
Principal debtor,मूल ऋणी
Printer," मुद्रक ,  मुद्रित्र"
Printing,मुद्रण
Prior indication,पूर्व संकेत
Priority grading,प्राथमिकता की कोटियां
Prison,"कारागार,जेल"
Prisoner,"क़ैदी,बंदी"
Privacy,एकांतता
Private and confidential,निजी एवं गोपनीय
Privilege,विशेषाधिकार
