English,Hindi
liniment (=linimentum),"लिनिमेंट, मदर्य"
lining,अस्तर
limitis plastica (=leather bottle stomach),जठर तन्तुमयता
link,कड़ी
linkage," सहलग्नता , बंधता"
linseed (=flax seed),"अलसी, तीसी _"
linter,लिन्टर (बिनौले पर के रेशे)
lip,ओष्ठ
lipaemia,वसारक्तता
"lipid (=lipide, lipoid)","लाइपिड, वसा"
lipo-,वसा-
lipo-atrophy,"वसा-आपुर्ति, वसा शोष"
lipociasis,वसाभंजन
lipociastic,वसाभंजक
lipocyte,वसाकोशिका
lipodystrophy (-=lipodystrophia),"वसादुष्पुश्टि, लाइपोडिस्ट्रोफी"
lipogranuloma,वसाकणिका गुल्म
lipolysis,व॑सा-अपघटन
lipoma,"वसार्बुद, लाइपोमा"
lipopenia,वसाल्पता
lipophilic,वसारागी
lipothymia,मूर्च्छावस्था
lipotropic,वसा-प्रेरक
lipotropy,वसा-प्रेरण
lipping,अस्थिवृद्धि
lipuria,वसामेह
liquation,गलनिक पृथक्करण
liquefacient,द्रावक
liquefaction," द्रवण , द्रावण"
liquefiable,द्रवणशील
liquid,द्रव
liquor,"लिकर, उदक द्रव"
lisping,अस्फुट वाक
lithagogectasis,मूत्रमार्गाश्म निष्कासन
lithaemia (—uric acidaemia),अतियूरिकाम्ल रक्तता
lithiasis,अश्मरीयता
lithic,अश्मरी-
lithotomy,"मूत्राशय-अश्मीहरण, लिथोटॉमी"
lithotrite,"वस्ति-अश्मरीभंजक, लिथोट्राइट"
"lithotrity (=lithotripsy, litholapaxy)",वस्ति अश्मरीभंजन
litter,"शावक समूह, लिटर"
littermates,सहसन्तति
littoral,"तटवर्ती, वेलांचली"
littritis,लिटर ग्रन्थिशोथ
live-birth,जीवित जन्म
liver (~hepar),"यकृत्‌, जिगर"
livid,"नीलाम, नीलाभ"
lixiviation,निक्षालन
"load, compression","संपीडन भार, दाब भार"
loaiasis,लोआ रोग
lobar,खण्ड-
lobe (=1obus)," खण्ड , पालि"
lobotomy,मस्तिष्कखण्डच्छेदन
lobster claw (=split hand),विदलित नखर
lobule (=lobulus),खण्डक
localisation (=localization),"स्थानसंश्रय, स्थाननिर्धारण"
locater,"निर्धारित्र, लॉकेटर"
lochia,सूत्रिस्राव
loci,"बिंदुपथ, रेखापथ"
lochiometra,सूतिस्रावपूरित गर्भाशय
lochiometritis,सूतिस्राव गर्भाशयशोथ
lochioperitonitis,सूत्रिस्नाव पर्युदर्याशोथ
lock,"बंध, तालक"
lock-jaw,हनुस्तम्भ
locomotion,"चलन, गमन"
locomotor,"गति, चलन-"
loculus,कोष्ठक
locus,"स्थली, लोकस"
"lodgement, lymphatic",लसवाहिका निवेशन
logarithm (=Briggsian logarithm),लघुगुणक
"logarithm, natural (=Napierian logarithm)",प्राकृतिक लघुगुणक (नैपियरी लघुगुणक)
logoneurosis,वाक्तन्त्रिका विक्षिप्त
logopathy,वाकिघकृति
logoplegia,बाचाघात
lolasis,"लोबा लोआ रोग, लोएसित"
loin,"कटि, कमर"
"long (=~longus, longa)",दीर्घ
longevity," दीर्घजीवन , आयु"
longings (obst.),दौहृद
longitudinal,अनुदैर्ध्य
loop," पाश, लूप , शंख"
loph,कटक
lophocomi,गुच्छितकेशी
lordosis,"अग्रकुब्जता, लॉरडोसिस"
loss,हानि
lot,घान
loupe,"लूप, आवर्धक लैंस"
louse,यूका
lousicide,यूकानाशी
lower,अघः
low forceps delivery,निम्न संदंश प्रसव
lozonge,"लॉजेंज, चूष"
L.P.O. (left posterior oblique),एल.पी.ओ. (वाम-पश्च-तिर्यक)
L' region of carcinogen,कैंसरजन एल क्षेत्र
lucerne (alfclfa),"रिजका, लूसर्न"
lucid interval,"स्वस्थ समयान्तराल, चेतन समयान्तराल"
lucidity,स्वस्थ
lumbale,कटि-बिंदु
lumbago,"कटिवेदना, लम्बेगो"
lumbar,कटि-
lumbarisation,कटि कशेरुकाभवन
lumbodorsal,कटि-पृष्ठ-
lumbosacral,कटि-त्रिक-
lumen,"अवकाशिका, ल्यूमैन"
lunacy,"पागलपन, ल्यूनेसी"
lunate,अर्घचन्द्राकार
lunatic,पागल
lung (=pulmon),"फुप्फुस, फेफड़ा"
lungmotor,"लंगमोटर, यांत्रिक श्वसित्र"
lunula,"चन्द्रक, ल्यूनुला नखगर्त"
lunulae valvularum semilunarum (=lunules of pulmonary valve),अर्धचन्द्र कपाटिका चन्द्रक (=फृंप्फुस कपाटिका चन्द्रक)
lust murder,कामांघ हत्या
"lustre, stereoscopic",त्रिविम द्युति
lustring,"द्युतिकरण, प्रभाकरण"
lute,निर्वात जोड़ाई
luteinization,ल्यूटीनीभवन
luteolin,ल्यूटिओलिन
luteoma,"पीतपिण्डार्बुद, ल्यूटियोमा"
luxatio erecta,उदग्र संधिभ्रंश
lying,मिथ्याभाषण
lying in woman,प्रसूता
lymph,"लसीका, लिम्फ"
lymphadenectasis,लसीकापर्वविस्फार
lymphadenitis,लसीकापर्वशोथ
lymphadenoid,"लसीकापर्वाभ, लिम्फेडिनॉइड"
lymphadenomatosis (=lymphomatosis),लसीका पर्वार्बुदता
lymphadenopathy,लसीकापर्व विकृति
lymphadenosis,"लसीका ग्रंथिलता, लस ऊतकवृद्धि"
lymphaemia (=lymphatic leukaemia),लसीका शश्‍्वेतरक्तता
lymphagogue,लसीकावर्धक
lymphangiectasis,लसीकावाहिका स्फीति
lymphangiography,लसीकावाहिनी चित्रण
lymphagnioma,लसीकावाहिकार्बुद
lymphangiophlebitis,लसवाहिका शिराशोथ
lymphangioplasty,लसीकावाहिनी संधानकर्म
lymphangiotomy,लसीकावाहिका छेदन
lymphangitis,लसीकावाहिनी शोथ
lymphatic," लसीका- , लसवाहिका"
lymph node,लसीका पर्व
lymph nodule,लसीका पर्विका
lymphoblast,लसीका कोशिकाप्रसू. लिम्फोब्लास्ट
lymphoblastoma,"लसीकाकोशिकाप्रसू अर्बुद,"
लिम्फोब्लास्टोमा,
"lymphoblastosis, acute benign",तीब्र सुदम लसीका कोशिका प्रसूमयता
lymphocyte,"लसीकाकोशिका, लसकोशिका"
lymphocythaemia (=lymphocytosis),लसकोशिका बहुलता
lymphocytoid,लसीकाकोशिकाभ
lymphocytoma,लसीका कोशिकार्बुद
lymphocytopenia,लसकोशिकाल्पता
lymphocytophthisis,लसकोशिका क्षय
lymphocytorrhexis,लसकोशिका विघटन
lymphodermia,त्वग्लसवाहिका रोग
lymphoedema,लसीका शोफ
lympho-epithelioma,लिम्फोएपिथीलियोमा
lymphogonia,बृहत्‌ केन्द्रकी लसकोशिका
"lymphogranuloma inguinale (=lymphogranuloma venereum,lymphopathia venereum)","वंक्षण लसीका कणिकागुल्म, लिम्फोग्रेनुलोमा इन्ग्वीनेल"
lymphogranuloma venereum (=lymphogranuloma inguinale),"लिम्फोग्रेनुलोमा वैनीरियम, रतिज लसीका कणिकागुल्म"
"lymphogranulomatosis, intestinal",आन्त्र लसीका कणिका गुल्मता
lymphoid,लसीकाभ्र
lymphoma,"लसीकार्बुद, लिम्फोमा"
Imphomatosis granulomatosa,कणिकागुल्मीय लसीकार्बुदता
lymphopenia,लसकोशिकाल्पता
"lymphopneumatosis, cystic (=pneumatosis cystoides intestinalis)",आन्त्र वायु पुटिता
lymphorrhage,"लिम्फोरेज, लसीकाकोशिका समुच्चय"
lymphorrhoea (~lymphorhagia),लसीकास्राव
lympho-sarcoma,लसीका सार्कोमा
lyolysis," द्रवापघटन , द्रवलयन"
lyophile (=lyophilic),द्रवरागी
lyophilization,हिमशुष्कीकरण
lyophobic,द्रवविरोधी
lyotropic,सुविलेय
lysate," अपघट्य , लयित"
lysis," अपघटन , लयन, संलयन"
lysogen,"संलयजन, लाइसिनजन, लाइसोजन"
lysogenic,"संलयजनक, लाइसिनजनक"
lysosome,लाइसोसोम
lysozyme,लाइसोजाइम
lytic," संलायी, लायी , अपघटनी"
mace,जावित्री
macerate,मसृण
maceration," मसृणीकरण, मसृणन , आक्लेदन"
machine,"यंत्र, मशीन"
macle,"क्रिस्टल युग्म, मैक्ल"
macrencephalia (=~macrencephaly),अतिवृद्ध मस्तिष्कता
macre-,बृहत्‌-
macroblast,महालोहित कोशिकाप्रसू
macroblepharia,बृहत्‌ नेत्रच्छदता
macrocephaly," बृहत्‌ शीर्षता , दीर्घ कपालीयता"
macrocheilia,बृहत्‌ ओष्ठता
macrocheiria (=megalocheiria),बृहत्‌ हस्तता
macro-chemical,स्थूल रसायन
macroconidium,"मैक्रोकोनीडियम, स्थूल कोनीडियम"
macrocyte,"बृहत्‌ लोहितकोशिका, बृहत्‌ पुटी"
macrocythaemia (=macrocytosis),बृहत्‌ लोहितकोशिका रक्तता
macrodactyly,बृहदगुलिता
macrodiacritic,अतिविभेदी
macrodystrophia,अति अपविकास
macroevolution,बृहद्‌ विकास
macrogametocyte," बृहत्‌ युग्मकजनक , बृहत्‌ युग्मक कोशिका"
macrogenitosomia,बृहत्‌ लिंगता
macrogyria,(मस्तिष्क) बृहत्‌ कर्णक
macromolecular,बृहदाण्विक
macromolecule,बृहदणु
macropodia,बृहतृपादता
macropolycyte,बृहत्‌ बहुकेन्द्रकी श्वेत कोशिका
"macropsia (=~macropia, megalopsia)",बृहत्दृष्टिता
macroradiography,"मैक्रोरेडियोग्राफी, बृहत्‌ एक्सरे चित्रण"
macroscopic," स्थूल , बृहत्‌"
macrosigmoid (=macrosigma),बृहत्‌ अवग्रहान्त्र
macrosmic,अति घ्राणसंवेदी
macrosomia (=macrosmatia),बृहत्‌कायता
macrostoma,बृहत्‌ मुखद्वार
macrotia,बृहत्‌ कर्णता
macula," बिन्दु, मैकुला, घनीफुल्ली , चकत्ता, चित्ती"
macular," बन्दव , चित्तीदार"
maculate,बिंदुकित
macule,"चकत्ता, चित्ती"
maculopapular,चित्ती-पिटिकीय
madarosis,पक्ष्मशात
madefaction,आर्द्रीकरण
madescent,"अल्पार्द्र, सीलन"
magestrasse,आमाशय लघुवक्रम पथ
magnetostriction,चुम्बकीय विरूपण
magnification,आवर्धन
magnum,महा
main en griffe (=clawhand),नखर हस्त
major,बृहत्‌
"majority, attainment of","प्राप्त वयस्कता, प्राप्तवय होना"
malabsorption,अपावशोषण
malacia,मृदुता
maladjustment,"कुसमंजन, कुसमायोजन"
malaise,"व्याकुलता, घबराहट"
malar,गण्ड-
malassimilation,"दुःसात्मीकरण, दुःस्वांगीकरण"
malaxator,गूधनित्र
maldevelopment,कुविकास
male,पुरुष
malformation,कुरचना
malignant,दुर्दम
malingering,छलरुग्णता
malleable,आघातवर्ध्य
malleolar,गुल्फ- मेलियोलर
malleolus,"गुल्फ, मेलियोलस"
mallet,मुद्गर
malleus,"मैलियस, मुद्गर"
malnutrition,कुपोषण
malocclusion,कुअधिधारण
malposition,कुस्थिति
malunion,कुसंयोग
Malvaceae,मालवेसी
mamma,स्तन
mammal,स्तनपायी
Mammalia,स्तनीवर्ग
mammilla (=mamilla),"चूचुक, मेमिला"
mammillary," चूचुक-, स्तनाकार , चूचुकाभ"
mammogen (=prolactin),"स्तनप्रेरक, मेमोजन"
man,"मनुष्य, मानव"
"management, Ssymptomatic","लाक्षणिक उपचार, लाक्षणिक औषध प्रयोग"
mandibulometer,अधोहनुमापी
mane (m.),प्रातः काल
mange,"खाज, पशु-खाज"
man-hour,श्रमिक-घण्टा
mania," उन्माद , व्यसन"
manicuring,नखप्रसाधन
manifest,व्यक्त
manifestation,अभिव्यक्ति
manipulation,"हस्तोपचार, हस्तकौशल"
manoeuvre,"युक्ति, हस्तविधि"
manometer,"मैनोमीटर, दाबमापी"
manslaughter,मानववघध
mantissa (log),अपूर्णाश
"mantle, acid","अम्ल प्रावार, एसिड प्रावार"
manubrium sterni,"उरोस्थि मुष्टि, मैनूब्रियम स्टार्नाइ"
manufactory,विनिर्माणशाला
manufacture," विनिर्माण , उत्पादन"
manus,"हस्त, हस्तांग"
"man value (=man coefficient, man equivalent)","मनुष्यमान, पुरुष तुल्यांक"
map,मानचित्र
marasmus,"मरास्मस, सूखारोग"
marc,छूंछ
marche a'petitspas,आस्फालन गति
margin,"परिसीमा, उपांत, धारा"
marginal,उपांत-
margination,परिसराश्रयण
margo lateralis (=collateral borders),पार्श्व उपांत (=समापार्श्वी धारा)
margosa,नीम
maritime,समुद्रवर्ती
mark,चिह्न
marketing,विपणन
marking,अंकन
marrow,मज्जा
marsupia,"मार्सूपियल, धानी प्राणी"
marsupialization,मार्सूपियलीकरण
masculinization,पुंसत्वभवन '
masculinovoblastoma,पुंसकारी डिम्बग्रंथ्यर्बुद
mash,"मैश, सानी"
mash tun,"सम्मर्दन टन, मैश टन"
mashing,मसलना
mask,"मास्क, अवगुंठन"
masking," मास्क प्रयोग , अभिभाव"
masochism,परपीड्यकामुकता
mass (=massa)," समूह, पुंज, संहति , लुगदी"
massage,"मालिश, मर्दन"
masseter,चर्वणिका
massing,पिंडन
"mastalgia, prernenstrual",आर्तवपूर्व स्तन वेदना
mastectomy,"स्तन उच्छेदन, मैस्टेक्टोमी"
master form,आदर्श रूप
mastication,चर्वण
mastich (=mastiche),"मैस्टिक, मस्तगी"
mastitis,स्तनशोथ
mastodynia,स्तनवेदना
mastoid,"कर्णमूल, मैस्टॉइड"
mastoidale,कर्णमूल बिंदु
mastopathy,स्तनविकृति
mastoplasty,स्तनसंधानकर्म
masturbation,हस्तमैथुन
matching,मेलन
mater,"तानिका, मैटर"
materia medica,"औषधनिघंटु, मैटीरिया मेडिका"
material,"द्रव्य, पदार्थ"
Mater Metallorum (mercury),पारद
maternal impression,मातृ-आगत प्रभाव
maternity,"मातृत्व, प्रसूति"
mating,वरणात्मक संगम
mating,यादृच्छिक संगम
matrix,आधात्री
matrixitis,नखशय्याशोथ
matt,"मेट, अचिक्कण"
matter,द्रव्य
mattress,"गद्दा, मैट्रेस"
maturation,"परिपक्वता, परिपाक"
measly,"सिस्टीसर्कस-पुटीमय, रोमान्तिका संक्रमित"
measure," उपाय , माप , मान"
measurement,माप
measuring board,मापन फलक
meat,मांस
meatotomy," मूत्रमार्गमुखछेदन , कुहर छेदन"
meatus," मियेटस, कुहर , द्वार"
mechanics," बल विज्ञान , यंत्रविज्ञान, यांत्रिकी"
mechanism," क्रियाविधि , यांत्रिकत्व"
mechanotherapy,यांत्रिक चिकित्सा
meconium,"जातविष्ठा, मीकोनियम"
media," संवर्धन माध्यम , माध्यक , मध्य , (वाहिका) मध्यस्तर"
medial,"अभिमध्य, मध्यवर्ती"
median,"मध्यम, माध्यिका"
median longitudinal crest,मध्य अनुदैर्ध्य शिखा
median sagittal line,मध्य अग्रपश्च रेखा
mediastinal,मध्यस्थानिका
mediastinotomy,मध्यस्थानिका छेदन
mediator,मध्यस्थ
medical," भेषजीय, चिकित्सीय , आयुर्विज्ञानीय"
"medical, council of India",भारतीय आयुर्विज्ञान परिषद्‌
"medical, ethics",चिकित्साचार
"medical, leave",चिकित्सा छुट्टी
medicament,औषध द्रव्य
medicated,औषधयुक्त
medication," औषध प्रयोग, औषध प्रदान , औषध"
medicine," औषध, भेषज , आयुर्विज्ञान , कायचिकित्सा , औषधि"
medico-social,चिकित्सा-समाजपरक
medionecrosis,(वाहिका) मध्यस्तर परिगलन
medium,माध्यम
medulla," मेडुला, अंतस्था , मज्जा"
medullary,अन्तस्था-
medullated,मज्जावृत
medulloblastoma,मेडुलोब्लास्टोमा
medullo-epithelioma,दुर्दम मेडुला उपकला्बुद
megabulbus,"मेगाबल्बस, महाग्रहणीकद"
megacephaly,"महाशिरस्कता, दीर्घकपालिक"
megacolon,महावृहदांत्र
megadolichocolon,महादीर्घवृहदान्त्र
megadont,महादंत
megaduodenum,महाग्रहणी
megakaryoblast,महामूललोहिलकोशिका प्रसू
megakaryocyte,महामूललोहितकोशिका
megalencephalon,महामस्तिष्क
megalobladder,महामूत्राशय
megaloblast,महालोहित कोशिका प्रसू
megalocephaly (=macrocephaly),बृहत्शीर्षता
megalocornea,महास्वच्छपटल
megalocyte,महालोहितकोशिका
megalo-dactyly (=macrodactyly),बृहदंगुलिता
megalomania,महोन्माद
megaloureter,महागवीनी
mega-oesophagus (=megaloesophagus),महाग्रासनली
megaseme,दीर्घनेत्रकोटरता
mega-sigmoid,महा-अवग्रहान्त्र
megauretter,महागवीनी
meibomianitis (=meibomitis),मीबोमीग्रंथि शोथ
meiosis (=meiotic),"अर्घसूत्री विभाजन, अर्घसूत्रण, मियोसिस"
melaena,रुधिरज कालामल
melancholia,"विषण्णता, मेलेन्कोलिया"
melancholy,विषाद
melanoblast,मैलेनिन कोशिका प्रसू मैलेनोब्लास्ट
melanocyte,"मैलेनिन कोशिका, मैलेनोसाइट"
melanoderma,"त्वक्‌ मैलेनिनता, मैलेनोडर्मा"
melanogenesis,मैलेनिन उत्पत्ति
melanoglossia,मैलेनिन जिह्या
melaanoma,"मैलेनिन कोशिकार्बुद, मैलेनोमा"
melanophage,मैलेनिनभक्षी कोशिका
mel depuratum,शोधित मधु
melituria,शर्करामेह
melorheostosis,"शाखा-अतिअधघ्यस्थिता, मैलोरिओस्टोसिस"
member,अंग
membrana flaccida (=Shrapnells membrane),श्लथ कला (श्रेपनेल कला)
membrana gliosa limitans,सीमाकर ग्लाया कला
membrana granulosa,कणिका कला
membrana sterni (=sternal membrane),उरोस्थि कला
membrane,कला
memory,स्मृति
"memory, recent",सद्य स्मृति
menarche,रजोदर्शन
meningeal,तानिका-
meninges,"तानिका, मस्तिष्कावरण"
meningioma,"तानिकार्बुद, मस्तिष्कावरणर्बुद, मेनिन्जियोमा"
meningism (=meningismus),"मैनिंजिज्म, मस्तिष्कावरणक्षोभ"
meningitis,"मस्तिष्कावरणशोथ, तानिकाशोथ"
meningoblastoma,मेनिंगोबलास्टोमा
meningocele,मस्तिष्कावरण-हर्निया
meningococcaemia,मेनिंगोकोकस-रक्तता
meningomyelitis,तानिका-मेरुरज्जुशोथ
meningoencephalomyelitis,"मेनिंगोएनसिफेलोमाइलाइटिस, तानिकामस्तिष्कमेरुरज्जुशोथ"
meningoradicular,तानिका-तन्त्रिका-मूल
meningovascular,"तानिकावाहिका, तानिकावाहिकीय"
meninx primitiva,आद्य-तानिका
meniscectomy,नवचन्द्रकोच्छेदन
meniscocytosis,नवचन्द्रक-लोहितकोशिकता
meniscus,"नवचन्द्रक, मेनिस्कस"
menopause,रजोनिवृत्ति
menorrhagia,अत्यार्तव
menses,"रजोधर्म, ऋतुस्राव, आर्तव"
"menstrua, hydroalcholic",जल-ऐल्कॉहली
menstrual age,आर्तव आयु
mestruation (=menses),"ऋतुस्राव, रजोधर्म, आर्तव"
menstruum,विलायक
mensuration,"विस्तारकलन, मेन्सूरेशन"
mental," चिबुक , मानसिक"
mentale,चिबुक-बिंदु
mentalis,"अधरउन्नमनिका, मेन्टेलिस"
mentolabialis,"मेण्टोलेबियेलिस, चिबुक-ओष्ठिका"
mercapto-analogue,मकेप्टो अनुरूप
mercurated,"पारदीकृत, मरकरीकृत"
mercuration,पारद-निवेशन
mercurialisation,पारद-प्रभावन
mercurialism,पारदात्यय
mercury,पारद
merergasia (=kakergasia),क्रियापद्धति
mericarp,फलांशक
meridian,याम्योत्तर
meridie,मध्याह
meridional,"अरीय, रेखांशित"
merocrine,"मीरोक्राइन, अंशस्रावी"
meropia,अंशान्धता
merosmia,अंशाघ्राणता
merozoite,"खंडजाणु, मीरोजॉइट"
merycism (=rumination),रोमन्थन
mesaortitis,महाधमनी-मध्यस्तरशोथ
mesarteritis,धमनीमध्यस्तरशोथ
mesatiskelic,"मध्यम-धड़, मिसेटीस्केलिक"
mesaxon,मध्यक्षतन्तु
mesencephalon,"मध्यमस्तिष्क, मेजन्केफेलॉन"
mesenchymal (=mesenchyma),रोमन्थन
mesaortitis,महाधमनी-मध्यस्तरशोथ
mesarteritis,धमनीमध्यस्तरशोथ
mesatiskelice,"मध्यम-धड़, मिसेटीस्केलिक"
mesaxon,मध्यक्षतन्तु
mesenchyme,"उपकलाहीन-मध्यजनस्तर, मेजेन्काइम"
mesenteric,आन्त्रयोजनी
mesentery,"आन्त्रयोजनी, मेसेन्टरी"
mesoaortitis,महाधमनी-मध्यस्तर-शोथ
mesoblast,"मेसोब्लास्ट, पूर्वमध्यजनस्तर"
mesoblastic,पूर्वमध्यजनस्तर-
mesocardium,हृद्योजनी
mesocele,"मेसोसील, मध्य पुटक"
mesocephalic (=mesocephal),मध्यकपाली
mesochouranic,मध्य-तालु
mesocnemic,मध्यम-चिपिट
mesocolon,बृहदांत्रयोजनी
mesocolopexy,बृहदांत्र योजनी वलीकरण
mesoconch,मध्य-नेत्रकोटर
mesocranial,मध्य-करोटीय
mesocuneiform,मध्य-कीलकास्थि
mesoderm,मध्यजन-स्तर
mesodiacritic,मध्य-विभेदी
mesodont,मध्य-दंत
mesoduodenum,(आद्य) ग्रहणीयोजनी
meso-epidydimu,अधिवृषणयोजनी
meso evoltuion,मध्यविकास
mesogastrium,जठरयोजनी
mesognathic,मध्यम-उद्गत
mesognathous,मध्यम-प्रौद्गत-हनु
mesoionic,"मध्य-आयनी, मैसो-आयनी"
mesometritis,गर्भाशयपेशीशोथ
mesometrium," मीजोमीट्रियम, गर्भाशय--पेशीस्तर , गर्भाशययोजनी"
mesomorphic,मध्य-गठनप्ररूप
mesomorphy,मध्य-कायिकता
mesonephros,"आद्य-मध्यवृक्क, मीजोनेफ्रॉस"
meso-oesophagus,आद्य-ग्रासनलीयोजनी
mesophile,मध्यमतापरागी
mesopic,मध्य-आननी
mesoprosopic,मध्य-आननी
mesorchium,वृषणयोजनी
mesorectum,मलाशय योजनी
mesorrhine,मध्यमनासा
mesosalpinx,डिम्बवाहिनीशेजनी
mesoseme,मध्यम-नेत्रगुहा
meso-sigmoid,अवग्रहादान्त्रयोजनी
mesosigmoidopexy,अवग्रहान्त्रयोजनी-स्थिरीकरण
mesostaphyline,मध्यतालव्य
mesosternale,मध्युरोस्थि-बिंदु
mesostyle,मध्य-कंटिका
mesothelioma,"मीजोथीलिओमा, मध्यकलार्बुद"
mesothelium,मध्य-कला
mesothorox,मध्यवक्ष
mesovarium,डिम्बग्रंथियोजनी
mezozoic period,मध्य-जीवक काल
messenger (RNA),"दूत, मेसेंजर (आर.एन.ए.)"
messy," अव्यवस्थित , चिक्कटी"
mestizo,"संकर, मेसटीजो"
mesuranic,मध्य-तालु
meta-arteriole,पश्च-धमनिका
metabolism,चयापचय
metabolite," चायपचयज , चयापचयक"
metacarpal,करभास्थि
metacarpale mediale,अभिमध्य करभास्थि बिंदु
metacarpale radiale,करभिका बहिःप्रकोष्ठ बिंदु
metacarpale ulnare,करभिका अन्तःप्रकोष्ठ बिंदु
metacarpophalyngeal,करभ-अंगुलास्थि-
metacarpus,"करभ, मेटाकार्पस"
metacentric,मेटाकेन्द्री
metachromasia,विविध-रंजकता
metacone,"पश्चशंकु, मेटोकोन"
metaconid,"अधः पश्चशंकु, मेटाकोनिड"
metaconule,"पश्चशंकुक, मेटाकोन्यूल"
metaderm,"मेटाडर्म, अनुत्वचा"
metafiltration,मेटा-निस्यंदन
meta-fuel,मेटा-ईंधन
metal,धातु
metallic,धातव
metalloids,उपधातु
metalloporphyrin,धातु-पॉरफाइरिन
metallurgical,धातु-कर्मीय
metamere,विखंड
"metamorphism, contact",संपर्कज कायान्तरण
metamorphosia,रूपान्तराभास
metamorphosis,"रूपांतरण, कायांतरण"
metamyelocyte,मध्य मज्जाकोशिका
metanephros,"मेटोनेफ्रोस, पश्चवृक्कप्रसू"
metaphase,"मध्यावस्था, मेटाफेस"
metaphysis,"अस्थिकाण्डकोटि, मेटाफिसिस"
"medium, Wilson-Blair's",विल्सन ब्लेयर माध्यम
metaplasia,इतरविकसन
metastable,मितस्थायी
metastasis,विक्षेप
metastyle,पश्चकटिका
metatarsal,"प्रपदिक, मेटाटार्सल"
metatarsale laterale,प्रपदास्थि पार्श्व बिंदु
metatarsale mediale,प्रपदास्थि अभिमध्य बिंदु
metatarsalgia,प्रपदिकार्ति
metatarsi-fulcrumation,प्रपदकीय आलम्बन
metatarsophalyngeal,प्रपद-अंगुलास्थि-
metatarsus,"प्रपदिका, मेटाटार्सस"
metathalamus,पश्च'चेतक
metathesis,व्यत्यास
metathesized,स्थानांतरित
metatracheal,"अनुवाहिक, मेटावाहिक"
metencephalon,अनुमध्यमस्तिष्क
meteorism,आध्मान
metestrus,स्त्रीदहवास
methaemoglobinemia,मेट्हीमोग्लोबिन-रक्तता
methocels,मैथोसेल वर्ग
method,"पद्धति, रीति"
methodology,पद्धति तंत्र
methylation,मेथिल-निवेशन
methylator,मेथिलकारक
metoposcopy,ललाटवीक्षिकी
metralgia,गर्भाशयार्ति
metratonia,गर्भाशय-अतानता
metratrophia,गर्भाशयशोष
metric character,मापीय लक्षण
metritis,गर्भाशयपेशीशोथ
metrocolpocele,अन्तर्योनिगर्भाशय-हर्निया
metrology,"मापविद्या, मितीयकी"
metropathia haemorrhagea,रक्तस्रावी गर्भाशय-विकृति
metrophlebitis,गर्भाशयशिरा-शोथ
metrorrhagia (=metrostaxis),रक्त-प्रदर
metrorrhaxis,गर्भाशय-विदर
metrosalpinography (=hysteosalpingography),गर्भाशय-डिम्बवाहिनीचित्रण
metrostaxis (=metrorrhagia),"सततार्तव, अधिचक्रिकार्तव"
micaceous,अभ्रकी
micro-aerophilic,अल्पवातापेक्षी
microanalyst,सूक्ष्म-विश्लेषक
microanatomy,सूक्ष्म-शारीर
microangiopathy,सूक्ष्मवाहिकाविकृति
microatomizing,सूक्ष्मकणन
micro-autoradiography,सूक्ष्म-स्वतः रेडियोलेखन
microbacterium,"माइक्रोबेक्टीरियम, सूक्ष्मजीवाणु"
microbalance,सूक्ष्ममापी-तुला
microbe,सूक्ष्मजीव
microbicide,सूक्ष्मजीवनाशी
microbiologist,सूक्ष्मजैविकीविद्‌
microbiology,"सूक्ष्मजीवविज्ञान, सूक्ष्मजैविकी"
microbistatic,सूक्ष्मजीवस्तम्भक
microblast,लघुलोहितकोशिकाप्रसू
microbulbus,लघुग्रहणीकद
microburette,"सूक्ष्मब्यूरेट, सूक्ष्ममापी-ब्यूरेट"
microcapsule,सूक्ष्मसम्पुट
microcephalic,लघुशिरस्क
microcephaly,लघुशिरस्कता
micro-chemical,सूक्ष्म-रासायनिक
micro-circulation,सूक्ष्म-रक्तपरिसंचरण
micro-climate,सूक्ष्म-जलवायु
microcolon,लघुबृहदांत्र
micro-comparator,सूक्ष्म-संतुलक
microconidium,"माइक्रोकोनीडियम, सूक्ष्म कोनीडियम"
microcosmic,माइक्रकोकॉस्मिक
microculture,सूक्ष्म-संवर्धन
microcrystalline,सूक्ष्मक्रिस्टली
microcyte,लघु-लोहितकोशिका
microcythaemia,"माइक्रोसाइथीमिया, सूक्ष्मलोहित कोशिकारक्तता"
microcytic,लघुलोहित-कोशिका-
microcytosis,लघुलोहितकोशिकता
"microdensitometer, double beam automatic recording",घनत्वमाषी
microdensitometry,सूक्ष्मघनत्वमापन
microdiacritic,सूक्ष्मविभेदी
microdissection,सूक्ष्म-विच्छेदन
microdont,लघुदंती
microemulsion,सूक्ष्म्मल्शन
micro-encapsulation,सूक्ष्म संपुटन
microflora,सूक्ष्मजीवसमूह
microfluorescence,सूक्ष्मप्रतिदीप्ति
microfolliculor,लघुपुटिकीय
microgamete,"लघुयुग्मक, माइक्रोगैमेट"
microgametocyte,"लघु युग्मकजनक, माइक्रोगैमेटोसाइट"
microgenitosomia,लघुजननांगता
microglia,"सूक्ष्मतन्त्रिकाबंध, माइक्रोग्लिया"
microgliacyte,"सूक्ष्मतंत्रिकाबंधकोशिका, माइक्रॉग्लियासाइट"
microgliomatosis,सूक्ष्मतंत्रिकाबंधार्बुदता
micrognathia,लघु-अधोहनु
micrognathus,लघु-हनुता
