English,Hindi
mortar,गारा;चूना;खरल;ओखली
mortgage,रहन;बन्धक;गिरवी;बंधक रखना
mortuary,कब्रस्थान;मरघट;श्मशान
mosaic,पच्चीकारिका;मूसा सन्बन्धी
mosque,मसजिद
mosquito,मच्छड़;मसा
moss,काई लगा हुआ
mostly,अधिकतर;अकसर;बहुधा;खासकर
moth,पतंगा;कपड़े का कीड़ा
mother,मातृ;जन्म का;देशी;माता;जननी
motherhood,मातृत्व;मातृभाव
motherly,माता सी;मां की सी;माता सदृश
motion,गमन;गति;चाल;प्रस्ताव;निवेदन
motionless,अचल;स्थिर
motley,रंग बिरंगा;बहुरंग;पचमेल
motto,कहावत;मसला;आदर्श वाक्य
mould,चिकनी मिट्टी;सूरत;सांचा
mouldy,फफूंदी लगा हुआ;उबसा हुआ
mound,मिट्टी का मेंड़;पुश्ता;टाला
mount,पहाड़ी;पहाड़;चढना
mountain,पहाड़;पर्वत
mountaineer,पहाड़ी मनुष्य
mountainous,पहाड़ी;पर्वती;पर्वतमय
mournful,शोकयुक्त;उदास;रंजीदा
mourning,विलाप;शोक;रञ्ज;मातम
mouse,चूहा;मूस;मूस पकड़ना
moustache,मूंछ
mouth,मुख;मुंह;मुहाना;द्वार;छेद
mouthful,कौर;मुंह भर;थोड़ा
mouthpiece,प्रवक्ता
movable,उठाने योग्य;चलता फिरता;चलनशील
move,चाल;प्रस्ताव;चाल;उपाय;यत्न
movement,चाल;हरकत;गति;चलन
mow,काटना;घास काटना
much,अधिक;ज्यादा;बहुत देर तक
mucous,चिकना;श्लेम संबंधी
mucus,बलगम;श्लेम;कफादि मल;आंव
mud,कीचड़;गीली मिट्टी
muddle,गड़बड़ी;अव्यवस्था;अक्रम
muddy,मैला;गंदला;दलदली;कीचड़ का
muffin,हलकी टिकिया;हलकी रोटी;फुलकी
muffle,ढांकना;ओढना;ढकना;छिपाना
muffler,मफलर
mug,प्याला;आबखोरा;गड़ुआ;लोटा;कटोरा
mulberry,शहतूत
mulch,आधी सड़ी घास
mule,खच्चर;हठी मनुष्य;वर्णसंकर
muller,मूसल;लोढा;खोड़ी;बट्टा
multiple,गुणाकार
multiplication,गुणा;गुणन;जरब
multiplicity,बाहुल्य;बहुतायत;इफरात;रेलपेल
multitude,बहुतायत;भीड़;झुण्ड;समूह
mum,चुप;चुपचाप
mumble,मुंह में बोलना;भुनभुनाना
mummy,ममी
mumps,गल गण्ड रोग;कण्ठमाला
munch,चपर चपर खाना;चबाना
mundane,संसारी;दुनियावी;सांसारिक
municipal,नागरिक;शहरी;शहरसमाज संबंधी
municipality,म्युनिसिपैलिटी;नगरपालिका
munition,लड़ाई की सामग्री
mural,दीवाल का;दीवाल संबंधी
murder,वध;हिंसा;हत्या;मार डालना
murderous,रक्त पिपासु;हत्यारा;निर्दयी
murky,अंधेरा;धुंधला
murmur,मंद ध्वनि;कलरव;मर्मरध्वनि
muscle,मांस पेशी;स्नायु;पुठ्ठा;घोंघा
muscular,पुठ्ठे का;स्नायु संबंधी;बलवान
muse,ध्यान;विचारणा;ख्याल;गौर
museum,अजायब घर;कौतुकालय
mushroom,कुकुरमुत्ता;गगनधूल
music,संगीत विद्या;संगीत;राग;लय;ताल
musical,सुरीला;गान संबंधी
musician,संगीतज्ञ;गवैया;बजैया
musk,कस्तूरी;मश्क
musketeer,बंदूक धारी सिपाही
mustard,राई सरसों;सरसों का पौधा
muster,हाजिरी;जमाव;नामावली
musty,सड़ा;पुराना;बुसा हुआ
mutation,परिवर्तन;तबदीली
mute,मौन;चुपचाप;मूक;निःशब्द;मूक
mutineer,बलवाई;बागी;बखेड़िया;विद्रोही
mutinous,झगड़ालू;बखेड़िया;बागी;विद्रिही
mutiny,गदर;बगावत;बलवा;विद्रोह
mutter,भुनभुनाहट;गुरगुराहट;बड़बड़ाहट
mutton,भेड़ की पसली;भुनने के लिए
mutual,परस्पर का;आपस का;पारस्परिक
muzzle,मुंह;थूथन;छींका;मुखरोधनी;जाब
myriad,बहुत सा;हजारों;लाखों
myrtle,हिना;मेंहदी
mysterious,रहस्यपूर्ण;गुप्तार्थ;गूढ
mystery,भेद;गुप्त बात;पहेली;रहस्य
mystic,छिपा हुआ;गुप्त;अमकट;गूढ
mysticism,योग विद्या;गूढ ज्ञान;तत्व
myth,कथा;कल्पित कथा;किस्सा;कहानी
mythology,पौराणिक कथाएं
nab,एकाएक पकड़ लेना;दबोचना
nadir,पताल;अधोबिंदु
nail,पंजा;नख;नाखून;कील;खूंटा;मेख
naive,सदा;निष्कपट;सरलमति
naked,नंगा;नग्न;उघारा;स्पष्ट
name,कीर्ति;नामवरी;प्रसिद्धी;गौरव
nameless,गुमनाम;बेनाम;अज्ञात
namely,अर्थात;यानी;यथा
namesake,नामराशी;हमनाम
nap,झपकी;ऊंघ;रोआं;झपकी लेना;ऊंघना
naphtha,मट्टी का तेल
napkin,रुमाल;अंगोछा
narcotic,नींद लाने वाली;नशीली
narration,कथन;वर्णन;कथा;कहानी
narrative,कहानी का;गल्प संबंधी
narrow,संकीर्ण;तंग;संकरा;अविस्तृत
narrowly,सकराई से;अत्यन्त निकट से
nasal,नासिका संबंधी;अनुनासिक;नाक का
nasty,मैला;निर्लज्ज;अश्लील
natal,जन्म का;पैदायशी
nation,जाति;कौम
national,जातीय;कौमी
nationalism,जातीयता;जातीय अनुराग
nationalist,राष्ट्रवादी
nationality,देशभक्ति
native,देशी;असली;जन्मी
nativity,जन्म;जन्मकाल;जन्मभूमि
natural,प्राकृतिक;अंतर्जात;सहज
naturalist,पदार्थविज्ञानी;पशुविद्याविज्ञ
naturally,स्वभाव से;खुद ब खुद;स्वयम
nature,जगत;सृष्टि;स्वभाव;बनावट
naught,व्यर्थ;कुछ नहीं;शून्य
naughty,दुष्ट;नटखट
nausea,मतली;मिचिलाई;अरुचि
nautical,जहाजी
naval,सामुद्रिक;दरियाई;जहाजी;नाविक
nave,पहिये की नाव
navel,नाभि;तोंदी;ठुण्डी
navigation,मल्लाही;मांझीगरी;जहाजरानी
navigator,मल्लाह;मांझी;नाविक
navy,पोतावली;जहाजों का बेड़ा
nay,नहीं;बल्कि;और भी;अस्वीकृति
near,निकट;नजदीक;अदूर;समीप
nearly,करीब करीब;लगभग;प्रायः
neat,साफ;सुथरा;उम्दा;अच्छे ढंग का
neatly,सफाई से;उम्दा तौर से
neatness,निर्मलता;सफाई;उम्दगी;स्वच्छता
nebulous,तारा मंड़ल का;तारा मंड़ल सदृश
necessarily,अनिवार्य रूप से;अवश्य
necessary,आवश्यक;आवश्यकीय;अनिवार्य
necessity,लाचारी;आवश्यकता;विवशता;गरीबी
neck,गरदन;कण्ठ;गला;ड़मरूमध्य
necklace,माला;हार;मोहनमाला
necktie,गुलुबन्द;नेकटाई;गलाबन्द
nectar,अमृत;सुधा;स्वादिष्ट;शरबत;पराग
need,आवश्यकता;जरूरत;कमी;दरिद्रता
needle,सुई
needless,निष्प्रयोजन;वृथा;बेफायदा
needs,अवश्य कर के
needy,निर्धन;गरीब;कंगाल;दरिद्र
nefarious,अति दुष्ट;अति पापी
neglect,भूल;गफलत;उपेक्षा;असावधानी
negligence,उपेक्षा;असावधानी;गफलत
negligent,बेपरवाह;उपेक्षक;असावधान
negligently,बेपरवाही से;असावधानी से
negligible,नगण्य
negotiation,मोल तोल;मुआमला;सौदा;पण
neighbour,पड़ोसी;समीपवासी;हमसाया
neighbourhood,पड़ोस;पास;पास का जिला;समीपत्व
neighbourly,मित्रवत;मैत्रिक;कृपालु;सुशील
neither,कोई भी नहीं
neophyte,नौसिखिया;नव परमतग्राही
nephew,भतीजा;भांजा
nepotism,कुलपक्षपात
nerve,नस;धमनी;शिरा;बल;वीर्य;शक्ति
nervous,मजबूत;जोरावर;बली;गठीला
nervously,बलपूर्वक;घबराहट के साथ
nervousness,ताकत;शक्ति;नसों की कमजोरी
nest,घोंसला
net,बेमेल;साफ;खालिस;पक्का
netting,जाली बनाना;जाली;जाल
nettle,बिच्छू का पेड़;ड़ंक मारना;सताना
network,जाली;जाली का काम
neurology,नस विद्या;शिरा वर्णन
neurotic,नसों का
neuter,निराला;अलग;नपुंसक;बेजान;क्लीव
neutral,तटस्थ;अपक्षपाती;बेसरोकार
neutrality,बेसरोकारी;अपक्षपात;अलहदगी
never,कभी नहीं
nevertheless,तथापि;तो भी;तिस पर भी;ताहम
new,नूतन;नवीन;नया;ताजा;हाल का
newly,नया;हाल में;नये सिरे से;नूतन
newness,नवीनता;ताजगी;नयापन
news,ताजी खबर
newspaper,समाचारपत्र;अखबार
next,अगला;निकटतम;उसके बाद;निकटस्थ
nibble,कुतरना;कतरन;टुकड़ा;कुतरना
nice,कोमल;उम्दा;बारीक;सूक्ष्म
nicely,ठीक ठीक;बारीकी से;उम्दगी से
nicety,दुरुस्ती;सफाई;नजाकत
niche,आला;ताक
nick,छेद;दांता
nickel,गिलट;धातु विशेष
nickname,बिगड़ा हुआ नाम;बुरा नाम
nicotine,तम्बाकू का
niece,भतीजी;भांजी
nigger,काला आदमी;हबशी
nigh,पास;समीप;निकट;लगभग;प्रायः
night,रात;रैन;रजनी;मृत्यु;दुर्भाग्य
nightfall,सांझ शाम;सन्ध्या समय
nightingale,बुलबुल
nightmare,कुस्वप्न;डरावना;ख्वाब;दबाव
nil,नहीं;कुछ नहीं
nimble,चालाक;फुर्तीला;चुस्त
nine,नौ
nineteen,उन्नीस
nineteenth,उन्नीसवां
ninetieth,नव्वेवा;नव्वेवां भाग
ninety,नव्वे
ninth,नवां;नवां अंश
nip,चुटकी;ठिठुरना;चुटकी काटना
nitrate,नाइट्रेट
nitric,नाइट्रेट का;शोरे का
nitrogen,नाइट्रोजन;एक तत्व विशेष
nitrous,नाट्रेट जैसा;शोरे का
nitty,उम्दा
nobility,कुलीनता;श्रेष्ठता;उत्तमता
noble,बड़ा;कुलीन;ऊंचा;शरीफ;श्रेष्ठ
nobleman,सरदार;अमीर;कुलीन जन
nobody,कोई नहीं;नाचीज;सामान्य मनुष्य
nocturnal,रात का;रात्रि संबंधी
nod,सिर का हिलाना;हुक्म;आज्ञा
node,गांठ;गिलटी;उभार
noise,आवाज;शब्द;शोर;गुल;अफवाह
noisily,ऊंचे स्वर से
noisy,सशब्द
nominal,नाममात्र का
nominate,नाम बताना;नाम लेना
nomination,नामकरण;नियोजन;नामजदगी
nominee,नामजद किया गया;नियोजित पुरुष
none,कोई नहीं
nonsense,निरर्थक बातें;अनर्थक वाक्य
nonsensical,निरर्थक;अतर्कसंगत
nook,कोना;खूंट
noon,मध्याह्न संबंधी;मध्याह्न
noose,फांसी;सरकफन्दा;फन्दा लगाना
normal,सामान्य;विधिवत;प्राकृतिक
normally,साधरणतः;कायदे से;रीति से
north,उत्तर का;उत्तरी;उत्तर;उदीचि
northeast,उत्तर पूर्व
northerly,उत्तर;उत्तर की ओर;उत्तरीय
northern,उत्तर का;उत्तरी
northwest,पश्चिमोत्तर दिशा संबंधी
nose,नाक;खुशबू;सुगन्ध;नथुना;सूंघना
nostril,नथुना
notable,प्रसिद्ध;ख्यात;मशहूर;स्मरणीय
notary,नोटरी
notation,अंकन;संख्या का लिखना
notch,दांत;कटाव;दर्रा;ताख
note,चिह्न;निशान;लक्षण;छोटी चिठ्ठी
notebook,नोट बुक
noted,प्रसिद्ध;मशहूर;नामी
noteworthy,ध्यान देने योग्य
nothing,कुछ नहीं;अर्नास्तत्व;अभाव
notice,आलोकन;देखना;लेख;चेतावनी
noticeable,ध्यान देने योग्य;देखने योग्य
notification,विज्ञापन;इश्तिहार;सम्वाद
notion,मति;भाव;भावना;ख्याल;मत;विचार
notions,ख्याल;विचार;भाव;राय;मत
notoriety,कुप्रसिद्धि;कुकीर्ति;बदनामी
notorious,बदनाम;कुप्रसिद्ध;प्रकाशित
notoriously,खुले तौर पर;प्रकट रूप से
notwithstanding,तथापि;तिसपर भी
noun,संज्ञा;नाम
nourishment,पालन पोषण;खाना;आहार
novel,नया;नवीन;अनोखा;अनूठा;अद्भुत
novelist,उपन्यास रचयिता
novelty,नयापन
novice,नौसिखिया;कच्चा
nowadays,आजकल;इन दिनों;वर्तमान काल में
nowhere,कहीं नहीं
noxious,हानिकारक;दुखदाई
nozzle,नाक;थूथनी;निकला हुआ भाग
nucleus,गूदा;गिरी;गुठली;बीज;गर्भ;हृदय
nude,नंगा;बेकपड़ा;उघाड़ा;नग्न
nudge,कुहने से छूना
nudity,नंगापन
nuisance,दुखदाई वस्तु;हानिकारक वस्तु
null,व्यर्थ;निरर्थक;झूठा;नष्ट
nullification,निष्प्रभावता;व्यर्थता
numb,सुस्त;ठिठुरा हुआ;स्तब्धगति
number,इकाई;संख्या;अंक;गिनती;ढेर
numeral,संख्या सूचक चिह्न;अंक
numerical,संख्यासूचक वा वाचक
numerically,संख्यानुसार;गिनती से
numerous,बहुत ज्यादा;इफरात से;अनगिनत
nun,भक्तिन;तपस्विन;योगिन
nuptial,विवाह संबंधी;वैवाहिक
nuptials,विवाह;शादी;विवाह संस्कार
nurse,दाई
nursery,दाई खाना;बच्चे का कमरा
nurture,पालन पोषण;भोजन;खाना;शिक्षा
nut,सुपारी;अखरोट;बादाम आदि
nutcracker,सरौता
nutmeg,जायफल
nuts,सुपारी;बादाम आदि
oak,बलूत;सिन्दूर
oar,नाव की डांड़;चप्पू
oat,ओट;जी
oath,शपथ;कसम
oatmeal,जी का आटा
obedience,आज्ञा पालन;फर्माबरदारी;वश्यता
obedient,आज्ञाकारी;आज्ञाधीन;आज्ञापालक
obelisk,चौखूंटा मीनार;चतुष्कोण सतम्भ
obese,मोटा;स्थूल;स्थूलकाय
obesity,स्थूलता;मोटाई
obey,आज्ञा मानना;हुक्म मानना
obituary,फौतीनामा
object,अभिप्राय;प्रयोजन;मुराद
objectionable,नामुनासिब;अनुचित;वर्जनीय
objective,कर्म संबंधी;बाहरी;विषयाश्रित
obligation,कर्तव्य;एहसान;मेहरबानी;कृपा
obligatory,आवश्यक;अपरिहार्य
obliging,सुशील;अनुग्रहकारी;उपकारशाली
oblique,तिर्छा;झुका हुआ;पेचदार
obliquely,फेर से;टेढे तीर से
oblivion,विस्मरण;भूल;क्षमा
oblong,आयताकार;दीर्घाकार
obnoxious,घृणित;निंद्य;निंदा योग्य;बुरा
obscene,निर्लज्ज;अश्लील;अशुभ;मनहूस
obscenity,लम्पटता;फूहड़पन;निर्लज्जता
obscure,धुंधला;गूढ;गुप्त;अधूरा
obscurity,अंधेरा;धुंधलापन;गहनता
observable,ध्यान योग्य;विचार योग्य
observance,ध्यान;काम;आचार;अनुसरण;रीति
observant,चौकस;सावधान;आज्ञाकारी
observation,अवलोकन;विचार;निरूपण;वचन;उक्ति
observatory,आकाशलोचन;ग्रहणक्षेत्र
obsession,धुन;भूत का लगना
obsolete,अप्रचलित;मनसूख;पुरानी चाल का
obstacle,रोक;बाधा;आड़;विघ्न
obstinate,हठी;जिद्दी;अविनेय
obstruction,बाधा डालना;रोक;अटकाव;बाधा
obstructionist,अवरोधक;विघ्नकारी
obtainable,पाने योग्य
obtuse,सुस्त;किन्द;गोटिल;बेनोक
obvious,साफ;जाहिर;प्रत्यक्ष;स्पष्ट
obviously,साफ साफ;स्पष्टतः
occasion,अवसर;सुअवसर;प्रयोजन;निमित्त
occasional,कभी कभी का;कदाचित;प्रासंगिक
occasionally,कभी कभी;समय समय पर
occasions,कोई विशेष उत्सव;समय
occult,गुप्त;छिपा हुआ;अदृश्य
occupancy,अधिकार;कब्जा;भोग;युक्ति
occupant,अधिकारी;कबिज;मालिक;भोगी
occupation,भोग;अधिवास;अधिकार;दखल;अधिकृत
occupy,अधिकार रखना;लेना;रखना
occurrence,घटना;वाकया;संयोग
ocean,महासागर;समुद्र;अम्बुधि
oceanic,महासागर का;महासागर सदृश
odd,विषम;फूट;ताक;अनोखा;अद्भुत
oddity,विषमता;अनोखा आदमी
oddly,विषमता से;अजीब तरह से
ode,गीत;गजल;कविता
odious,घिनौना;अप्रिय;घृणित;घृणायोग्य
odour,सुगन्ध;खुशबू;महक;बास;बू
offence,अप्रसन्नता;रोष;हानि;तकलीफ;दोष
offensive,अपकारक;अप्रिय;दुखदाई;आक्रामक
offering,भेंट;बलिदान;चढावा
offhand,तुरंत;बिना सोचे विचारे
office,नौकरी;पदवी;पद;काम;अधिकार
officer,अफसर;ओहदेदार;अधिकारी
official,आधिकारिक
officially,सरकारी तौर से
offset,डाली;अंकुर;बराबर रकम
offshoot,शाखा;अंकुर
offspring,सन्तान;औलाद;लड़का या लड़की
oft,बहुधा;अक्सर;बारबार;इतनी बार
often,बहुधा;अक्सर;बारबार;इतनी बार
ogle,कटाक्ष
oh,हा;आह
oil,तेल;रोगन;तेल लगाना
oilman,तेली
oily,चिकना;तेल सा;तिलहा
ointment,मरहम;लेप
old,प्राचीन;बुढ्ढा
olden,पुराना;प्राचीन
oligarchy,अल्पजनाधिपत्
olive,जैतून;जलपाई
omen,चिह्न;निशान;सैन
ominous,अपशगुन;मनहूस;भविष्य सूचक;अशुभ
omission,चूक;भूल;छूट
omnipotent,सर्व-शक्ति-मान
omnipresent,परमेश्वर;जगदीश्वर
oneness,एकता;एक;इकाई
onerous,भारी;वजनी;कष्ट साध्य
oneself,स्वयं;खुद
onion,प्याज;गण्डा
onset,चढाई;हमला;आक्रमण;धावा
onslaught,मारधाड़;हमला;घातक आक्रमण
onus,बोझा;भार
onward,बढते हुए;प्रगतिशील;आगे;अगाड़ी
onyx,एक रत्न;गोमेद;सुलैमानी पत्थर
ooze,कीचड़;गाद;चहला;झरना;चूना
opal,दूधिया पत्थर
opaque,अस्वच्छ;धुंधला
open,खुला;स्पष्ट;साफ;उदार;दाता
opening,खोलना;उद्घाटन इत्यादि;छिद्र
openly,खुल्लमखुल्ला;साफ साफ
openness,सादगी;निर्मलता;स्पष्टता
opera,स्वांग घर
operatic,स्वांग संबंधी;स्वांग सदृश
operation,कतृत्व;असर;प्रभाव;फल;चीर फाड़
operative,कार्य क्षम;सप्रभाव;गुणकारी
ophthalmic,आंख का
opinion,विचार;राय;मत;समझ;मति
opium,अफीम;अहिफेन
opponent,विरुद्ध;विपक्ष;विरोधी;शत्रु
opportune,सुविधा का;आसान;ठीक समय का
opportunity,मौका;अवसर;ठीक समय;सुतार;गौं
opposite,सम्मुख;आमने सामने;दूसरा;उल्टा
opposition,बैर;रीक;विरोध;विमुखता
oppress,दबाना
oppression,दबाव;सखती;अत्याचार;जुल्म
oppressive,अति कठोर;अत्याचारपूर्ण
oppressor,जालिम;उत्पाती;उपद्रवी;कठोर
optic,चक्षु;दृष्टि की इन्द्रीय;आं
optical,दृष्टि संबंधी;आंख का
optics,दृष्टि विद्या;दर्शन विद्या
optimism,आशावाद;आशापूर्ण दृष्टि
optimist,आशावादी
option,पसन्द;मरजी;चाह;अभिरुचि
optional,वैकल्पिक;इच्छानुसार;रुच्यधीन
opulent,दौलतमन्द
oracle,देववाणी;आकाश वाणी
oral,मौखिक;जबानी
orally,वचन से;जबानी;मुंह से
orange,नारंगी का;नारंगी रंग का
oratory,सुवकृत्व;वाक्पटुता
orbit,कक्षा;ग्रहपथ;आंख का गढ्ढा
orchard,बाग;मेवों का बाग;उपवन
orchestra,वाद यंत्र स्थल;वादक समूह
order,अनुक्रम;विधि;ढंग;प्रबंध
orderly,यथाक्रम;आज्ञाकारी;क्रम से
ordinance,नियम;व्यवस्था;रीति;विधान
ordinarily,साधारणतः;सामान्य रूप से
ordinary,यथा व्यवहार;व्यवहारिक;साधारण
ordination,विधान;नियुक्ति;संस्कार;दीक्षा
ordnance,तोपें;तोपखाना
ore,कच्ची धातु
organ,साधन;उपकरण;इन्द्रीय;अवयव;अंग
organic,इन्द्रीय संबंधी;अवयव संबंधी
organism,ऐन्द्रिक रचना;बनावट;जीवधारी
organization,बनावट;ड़ील डौल;निर्माण;रचना
orgy,भोग विलास;मद्य पान इत्यादि
orient,सूर्य सा;पूर्वी;पूर्व
oriental,पूर्वी
origin,आदि;आरंभ;प्रारंभ;निकास;जड़;मूल
original,मूल संबंधी;मौलिक;पहला;जन्मगत
originality,नयापन;मौलिकता;अपूर्वता
originally,पहले;आरंभ में;आदि में
ornament,श्रृंगार;सजावट;गहना;आभूषण
ornamental,विभूषक;शोभाप्रद
ornate,विभूषित;सुशोभित;सुन्दर
orphan,अनाथ;यतीम
orphanage,अनाथपन;अनाथ दशा;अनाथालय
orthodox,दकियानूसी;सत्यधर्मविलम्बी
orthodoxy,सत्यधर्म;धर्मपरायणता
ostensible,बनावटी;कृत्रिम;प्रकट
ostensibly,प्रकट रूप से;देखने में
ostracism,निर्वासन;बहिष्कार
ostrich,शुतुर मुर्ग
otherwise,और प्रकार से;अन्य रूप से
otter,ऊदबिलाव
ouch,नग का घर;अंगूठी का घर
outbid,बढाना
outbreak,हंगामा;उभार;बलवा;शांति भंग
outcast,अजाति;जातिच्युत;जाति बाहर
outcry,दुहाई;गुलगपाड़ा;चिल्लाहट
outdoor,बाहर;घर के बाहर
outer,बाहरी
outfit,सजावट
outgoing,बाहर जाता हुआ
outing,वायुसेवन;सैर
outlandish,विदेशी;बाहरी
outlast,अधिक ठहरना;अधिक चलना
outlaw,निर्वासन;राज्य रक्षण वाह्य
outlay,व्यय;खर्च;लागत
outlet,निकास;मोहरी;राह;मुहाना
outline,नक्षा;घेरा;ढांचा;सीमा
outlive,अधिक जीना;अधिक ठहरना
outlook,अवेक्षण;चौकसी;खबरदारी;रक्षा
outlying,सीमांत का
outpace,आगे निकलना
outpour,उंड़ेलना;ढुलकाना
outpouring,ढुलकाव;बहाव
outrageous,उपद्रवी;घोर;सख्त
outright,तुरन्त;पूर्ण रूप से;साफ
outset,आरंभ;शुरु;आदि
outsider,बाहरी आदमी;अगन्तुक;परदेशी
outskirts,सरहद;उपांत;किनारे
outspoken,सुस्पष्ट;स्पष्ट वक्ता;खरा
outstretch,फैलाना;पसारना
outward,बाहरी;बाह्य;दिखावटी;सार्वजनिक
outwardly,देखने में;बाह्य रूप से
oval,अण्डाकार;अंडाकृति
ovation,सार्वजनिक;प्रहर्ष
oven,चूल्हा;तन्दूर;भट्ठी
overarch,लटका रहना;मेहराब से ढांकना
overbearing,उद्धत;अहंकारी;घमंड़ी;ढीठ
overcharge,अधिक बोझ
overcoat,ओवरकोट
overdose,अधिक मात्रा
overdraw,ज्यादा रुपया निकालना
overflow,बाढ;बहुतायत;अधिकता;बह निकलना
overhang,लटक पड़ना;सिर पर झुकना
overhaul,जांच;उल्टा पल्टा
overhead,ऊपर;सर पर
overhear,संयोग से सुनना;अचानक सुनना
overland,थल का
overlay,बहुत लादना;घोंटना;दबा मारना
overload,बहुत लादना
overrate,अधिक दाम लगाना
overrun,बाहर निकलना
overseer,अवेक्षक;निरीक्षक;अध्यक्ष
oversight,निरीक्षण;चौकसी;प्रबन्ध
overstate,बढा कर कहना;लम्बी चौड़ी हांकना
overt,खुला;प्रत्यक्ष;प्रकट
overture,छिद्र;छेद;कहाव;प्रस्ताव;संदेश
overweight,अधिक तौल
overwork,अधिकश्रम
owe,अधिकार रखना;धरना;चाहना
owing,कारण से;हेतु से
owl,उल्लू;घुग्घू
owner,मालिक;स्वामी;अधिकारी;धनी
ownership,स्वामित्व अधिकार;प्रभुत्व
ox,बैल;वृषभ
oxide,क्साइड़
oxygen,आक्सीजन;प्राणप्रद वायु
oxygenate,आक्सीजन से मिलाना
oyster,सीप;घोंघा;कस्तूरा मछली;शुक्ति
pace,पग;कदम;चाल;घोड़े का कदम
pacer,पायल
pack,गठरी;पुलिन्दा;बोझ
package,गठ्ठा;बोरा;पुलिन्दा;पार्सल
packet,गठरी;पैकेट;खरीता;पुलिन्दा
pact,संविद;मुआहिदा;शर्त;नियम;होड़
pad,पैड़;मंदगति अश्व
paddle,डांड़
paddy,धान
paean,जय गान;जयगीत
pagan,मूर्तिपूजक;प्रतिमापूजक;काफिर
page,पृष्ठ;आंकड़ा
pageant,तमाशा;नुमाइश;लीला
pageantry,भड़क;दिखावा;धूमधाम;आड़म्बर
pagoda,पगोड़ा
pail,घड़ा
pain,पीड़ा;दर्द;दुःख;संताप;दण्ड
painful,दुखदाई;कष्टकर;पीडाकर;कठिन
pains,दर्द
painstaking,परिश्रम;मेहनती;सावधान
paint,पेंट;रंगलेप
painter,चित्रकार;रंगसाज;नक्काश
painting,चित्र विद्या;चित्रकारी
pair,जोड़ा;युग
pairs,जोड़े
palace,राजभवन;राजमन्दिर;विशाल भवन
palatable,स्वादिष्ट;रुचिकर;सुस्वाद
palate,तालू;पसन्द;रुचि;स्वाद
palatial,राज योग्य;विभूतिमान;कान्तिमान
palatinate,पैलेटिन का पद
palatine,राज्याधिकारी;शासनाधिकारयुक्त
pale,पांड़ु;पीला;जर्द;फीका;धुंधला
palisade,कटहरा
pall,लबादा
palm,करतल;हथेली;ताड़ का पेड़;जय;विजय
palpable,स्पर्शनीय;छूने योग्य;साफ
palsy,पक्षाघात;सीतांग;कम्पवाई;लकवा
pamphlet,पैम्फलेट;रिसाला;छोटी पुस्तक
pan,तसला;कढाई;बन्दूक का प्याला
panacea,सर्वरोगहारी
pancake,पैनकेक;पूरी;टिकिया;मालपुआ
panel,चौखटा लगाना
pang,दुःख;कठिन पीड़ा;कष्ट;संताप
panic,आकस्मिक भय
pant,हांफ;धड़क;दुलकी चाल;हांफना
pantheon,विश्व देवालय;देव समू
panther,चीता;तेंदुआ
pantry,भण्डारा;मोदीखाना
pap,स्तन की घुण्डी;भिटनी;थन
papa,पिता;बाप
papal,पोप संबंधी
paper,कागजी;पतला
parable,उपमा;दृष्टान्त
parade,सैनिक दिखावा;सैन्ययात्रा
paradigm,निदर्शन;नसूना;उदाहरण;मिसाल
paradise,अदन का बाग;वैकुण्ठ;स्वर्ग
paradox,असत्याभास
paradoxical,असत्य सा
paragon,उत्तम उपमा;नमूना;आदर्श;प्रमाण
paragraph,प्रकरण;परिच्छेद खंड़;पैराग्राफ
parallel,साथ साथ;सामानांतर;समान;बराबर
paralysis,लकवा;पक्षाघात;फोला
paramount,प्रधानतम;प्रमुख;बड़ा
paraphernalia,साज;सामान;सामग्री;गहना;वस्त्र
paraphrase,सविस्तार;व्याख्या;टीका
parasite,खुशामदी;चाटुकार;मुफ्तखोर
parcel,अधूरा;थोड़ा;टुकड़ा;खंड़;समूह;ढेर
parch,झुलसाना या झुलसना
parchment,चर्म पत्र
pardon,क्षमा;मुआफी;अपराध क्षमा
pare,छीलना
parent,बाप वा मां;पिता वा माता
parentage,वंश;उत्पत्ति;कुल;नसल
parental,मां बाप सम्बन्धी
parenthesis,अनन्वित वाक्य;उपवाक्य
pariah,जातिच्युत मनुष्
paring,कतरन;छीलन;छिलका
parish,पादरी का हलका;बस्ती;मुहल्ला
parity,बराबरी;समानता;मुसाबहत;सादृश्य
park,क्रीड़ावन;उपवन;हाता;घेरा;रमना
parlance,बातचीत;वार्तालाप;मुहावरा
parley,संवाद;बोलचाल;परस्पर वार्तालाप
parliament,पार्लियामेन्ट
parliamentary,पार्लियामेन्ट का
parochial,सीमित;घिरा हुआ;परिमित;संकीर्ण
parody,पैरोड़ी
parole,शब्द;मौखिक प्रतिज्ञा
parrot,सुग्गा;तोता
parsley,अजवायन;अजमोद;खुरासानी
parson,एक पादरी;ग्राम पुरोहित
part,भाग;खंड़;अंश;टुकड़ा;अंग;संबंध
partial,अंश सम्बन्धी;अंशीय;आंशिक
partially,थोड़ा थोड़ा करके;अंशत:
participant,हिस्सेदार;साझी
particle,कण;अणु
particular,विशेष;विशिष्ट;ठीक;एक बात
particularly,जुदा जुदा;एक एक;ठीक ठीक
partisan,समाजी;दल संबंधी;साथी
partisanship,साझा;हिस्सेदारी;पक्षपात
partition,बांट;भाग;हिस्सा;बंटवारा
partner,साझी;साझेदार;हिस्सेदार
